p_context,mean_unpooled,se_unpooled,mean_pooled,se_pooled,mean_eb,se_eb,winner
0.1000,20.2460,0.4487,16.5728,0.5050,17.9505,0.8720,Pooled
0.1500,20.3698,0.4135,14.9580,0.4993,18.2017,0.9809,Pooled
0.2000,19.6861,0.4570,14.8041,0.5489,16.6524,0.8530,Pooled
0.2500,20.4134,0.4634,14.1668,0.5437,16.8869,0.9627,Pooled
0.3000,20.1796,0.4810,14.3560,0.5805,16.3500,0.6874,Pooled
0.3500,19.7529,0.5215,12.6565,0.4999,15.4209,0.4321,Pooled
0.4000,20.0964,0.4941,13.2529,0.5390,16.5192,0.8145,Pooled
0.4500,19.5209,0.5193,12.0654,0.5127,15.4247,0.7998,Pooled
0.5000,19.2255,0.4206,10.5526,0.4936,14.0882,0.3927,Pooled
