p_context,mean_unpooled,se_unpooled,mean_pooled,se_pooled,mean_eb,se_eb,winner
0.1000,3.9288,0.0461,14.8444,0.3395,10.1589,0.6096,Unpooled
0.1500,3.9629,0.0541,13.6081,0.3560,9.2534,0.6356,Unpooled
0.2000,3.9279,0.0527,13.2717,0.3781,8.9855,0.4736,Unpooled
0.2500,3.9640,0.0464,12.3168,0.3571,8.5131,0.3919,Unpooled
0.3000,4.0870,0.0533,12.0952,0.3668,7.8745,0.4181,Unpooled
0.3500,3.9349,0.0425,11.2951,0.3460,7.8051,0.3549,Unpooled
0.4000,4.0749,0.0520,11.6612,0.3508,6.7813,0.2461,Unpooled
0.4500,3.9054,0.0385,10.5919,0.3277,6.2984,0.2229,Unpooled
0.5000,3.9283,0.0362,9.5428,0.3289,6.5748,0.3433,Unpooled
