p_context,mean_unpooled,se_unpooled,mean_pooled,se_pooled,mean_eb,se_eb,winner
0.1000,2.8131,0.0276,4.0415,0.1210,3.6209,0.0865,Unpooled
0.1500,2.7406,0.0295,3.6559,0.1228,3.4952,0.1597,Unpooled
0.2000,2.8063,0.0319,3.6958,0.1346,3.4104,0.0901,Unpooled
0.2500,2.9277,0.0291,3.5103,0.1280,3.5322,0.1786,Unpooled
0.3000,2.9687,0.0362,3.5982,0.1402,3.3217,0.0848,Unpooled
0.3500,2.9633,0.0310,3.1687,0.1254,3.2804,0.1143,Unpooled
0.4000,3.0323,0.0338,3.3717,0.1289,3.2444,0.0769,Unpooled
0.4500,3.0437,0.0281,3.1153,0.1209,3.2640,0.1889,Unpooled
0.5000,3.1039,0.0304,2.7522,0.1121,3.0452,0.0615,Pooled
