conjecture,run,T,c,s,mean_tau_counterfactual,sd_tau_counterfactual,frac_action1_counterfactual,n_actual_context,mean_tau_actual,sd_tau_actual,frac_action1_actual,obs_count,obs_freq,frac_action1_observed,regret_always1_observed,regret_always0_observed
conj1,12,21,0,0,0.425181,0.966734,0.66,57,0.540399,0.928071,0.684211,600,0.285714,0.693333,0.155796,0.693489
conj1,12,21,0,1,0.646192,1.36117,0.69,57,0.733084,1.29453,0.736842,597,0.284286,0.758794,0.179006,0.960257
conj1,12,21,1,0,0.64813,1.43535,0.66,43,0.445581,1.15937,0.651163,447,0.212857,0.651007,0.258803,0.715844
conj1,12,21,1,1,0.869142,1.77448,0.67,43,0.704142,1.48792,0.674419,456,0.217143,0.655702,0.332079,1.01541
conj1,13,21,0,0,0.348112,0.922933,0.6,47,0.412706,1.06111,0.659574,503,0.239524,0.673956,0.233766,0.666272
conj1,13,21,0,1,0.679458,1.46776,0.68,47,0.753019,1.50062,0.680851,484,0.230476,0.663223,0.330133,1.08483
conj1,13,21,1,0,0.518518,1.35975,0.67,53,0.529072,1.17895,0.698113,587,0.279524,0.712095,0.231725,0.829691
conj1,13,21,1,1,0.849864,1.79477,0.7,53,0.852466,1.65631,0.716981,526,0.250476,0.707224,0.311483,1.08129
conj1,14,21,0,0,0.476339,0.956607,0.69,43,0.711143,0.946452,0.790698,461,0.219524,0.815618,0.11814,0.869234
conj1,14,21,0,1,0.489236,1.40925,0.62,43,0.634497,1.36326,0.581395,442,0.210476,0.565611,0.237362,0.851921
conj1,14,21,1,0,0.667289,1.32994,0.66,57,0.423363,1.3023,0.561404,584,0.278095,0.558219,0.360968,0.729839
conj1,14,21,1,1,0.680185,1.69283,0.64,57,0.503808,1.67402,0.631579,613,0.291905,0.641109,0.413883,0.971969
conj1,15,21,0,0,0.570252,0.917883,0.73,52,0.54643,0.826796,0.730769,546,0.26,0.727106,0.110081,0.640074
conj1,15,21,0,1,0.643183,1.3264,0.69,52,0.603152,1.22295,0.673077,546,0.26,0.664835,0.277632,0.881575
conj1,15,21,1,0,1.03087,1.2874,0.78,48,1.01004,1.28635,0.8125,518,0.246667,0.80888,0.201784,1.22436
conj1,15,21,1,1,1.10381,1.56473,0.77,48,1.10053,1.60968,0.770833,490,0.233333,0.77551,0.280879,1.37594
conj1,16,21,0,0,0.334049,1.05633,0.59,56,0.332878,1.02446,0.625,556,0.264762,0.643885,0.260365,0.624835
conj1,16,21,0,1,0.515709,1.32733,0.62,56,0.499922,1.33146,0.607143,620,0.295238,0.6,0.302946,0.802209
conj1,16,21,1,0,0.522043,1.36337,0.62,44,0.390715,1.45367,0.545455,456,0.217143,0.565789,0.409848,0.813092
conj1,16,21,1,1,0.703702,1.58296,0.71,44,0.590976,1.59069,0.727273,468,0.222857,0.717949,0.399488,0.901001
conj1,17,21,0,0,0.505667,1.07197,0.65,49,0.624323,0.902788,0.77551,520,0.247619,0.788462,0.0994436,0.701773
conj1,17,21,0,1,0.681883,1.56576,0.67,49,1.01271,1.45145,0.77551,509,0.242381,0.785855,0.225207,1.26823
conj1,17,21,1,0,0.677745,1.41322,0.7,51,0.562059,1.57433,0.627451,570,0.271429,0.603509,0.417797,0.927502
conj1,17,21,1,1,0.853961,1.78696,0.7,51,0.534423,1.90623,0.607843,501,0.238571,0.642715,0.467132,1.12373
conj1,18,21,0,0,0.305383,1.04225,0.65,49,0.544621,1.0597,0.734694,527,0.250952,0.728653,0.191466,0.746705
conj1,18,21,0,1,0.512699,1.5373,0.66,49,0.776692,1.51084,0.714286,502,0.239048,0.721116,0.319197,1.07333
conj1,18,21,1,0,0.433313,1.46503,0.64,51,0.116906,1.3556,0.568627,534,0.254286,0.567416,0.461714,0.590557
conj1,18,21,1,1,0.640628,1.76276,0.61,51,0.300437,1.72528,0.568627,537,0.255714,0.582868,0.550512,0.854395
conj1,19,21,0,0,0.360339,0.87117,0.65,40,0.204014,0.815308,0.65,408,0.194286,0.622549,0.268741,0.409142
conj1,19,21,0,1,0.597741,1.25397,0.69,40,0.339877,1.38014,0.575,432,0.205714,0.597222,0.395915,0.837232
conj1,19,21,1,0,0.565051,1.43971,0.67,60,0.621687,1.432,0.7,641,0.305238,0.702028,0.328761,0.957286
conj1,19,21,1,1,0.802453,1.81142,0.66,60,0.926782,1.63162,0.683333,619,0.294762,0.689822,0.324072,1.29161
conj1,0,31,0,0,0.441761,0.857288,0.67,50,0.418255,0.792239,0.68,795,0.256452,0.67044,0.173831,0.584691
conj1,0,31,0,1,0.604578,1.28575,0.66,50,0.579144,1.28083,0.64,755,0.243548,0.638411,0.28765,0.883902
conj1,0,31,1,0,0.459082,1.34106,0.63,50,0.557449,1.46764,0.64,751,0.242258,0.640479,0.350657,0.92393
conj1,0,31,1,1,0.6219,1.6866,0.63,50,0.722194,1.76555,0.66,799,0.257742,0.64831,0.427972,1.10877
conj1,1,31,0,0,0.449142,1.04781,0.64,49,0.481674,1.06635,0.734694,792,0.255484,0.733586,0.202229,0.694599
conj1,1,31,0,1,0.606215,1.43585,0.64,49,0.677671,1.38085,0.673469,727,0.234516,0.671252,0.305313,0.95436
conj1,1,31,1,0,0.561913,1.35398,0.69,51,0.507614,1.23325,0.666667,817,0.263548,0.659731,0.268347,0.7684
conj1,1,31,1,1,0.718985,1.71004,0.69,51,0.627288,1.71729,0.666667,764,0.246452,0.675393,0.358433,1.02853
conj1,2,31,0,0,0.350343,1.01108,0.62,46,0.397857,1.11913,0.608696,704,0.227097,0.598011,0.281353,0.660442
conj1,2,31,0,1,0.516196,1.40325,0.69,46,0.69999,1.34178,0.782609,722,0.232903,0.785319,0.262857,0.972905
conj1,2,31,1,0,0.579752,1.29865,0.68,54,0.602915,1.29362,0.666667,855,0.275806,0.68538,0.276708,0.89948
conj1,2,31,1,1,0.745605,1.69479,0.67,54,0.652677,1.78163,0.648148,819,0.264194,0.634921,0.409071,1.00432
conj1,3,31,0,0,0.472525,0.964488,0.72,51,0.645581,0.951012,0.803922,790,0.254839,0.81519,0.116406,0.767677
conj1,3,31,0,1,0.645149,1.46406,0.64,51,0.821339,1.54499,0.647059,791,0.255161,0.635904,0.283946,1.09816
conj1,3,31,1,0,0.741074,1.39964,0.65,49,0.634115,1.47306,0.591837,773,0.249355,0.575679,0.336749,0.914091
conj1,3,31,1,1,0.913698,1.78652,0.64,49,0.803479,1.66888,0.612245,746,0.240645,0.642091,0.271006,1.20319
conj1,4,31,0,0,0.328499,0.965991,0.61,51,0.35453,1.03088,0.627451,792,0.255484,0.638889,0.283214,0.644583
conj1,4,31,0,1,0.731537,1.39849,0.69,51,0.963525,1.34531,0.745098,789,0.254516,0.754119,0.209747,1.17581
conj1,4,31,1,0,0.301006,1.27434,0.62,49,0.0990807,1.16292,0.55102,770,0.248387,0.537662,0.428614,0.50754
conj1,4,31,1,1,0.704044,1.5125,0.66,49,0.287755,1.49027,0.55102,749,0.241613,0.555407,0.448475,0.753099
conj1,5,31,0,0,0.439726,0.899031,0.67,54,0.531389,0.914885,0.740741,831,0.268065,0.720818,0.189711,0.675677
conj1,5,31,0,1,0.774244,1.41762,0.73,54,0.889547,1.49218,0.722222,843,0.271935,0.740214,0.201653,1.14118
conj1,5,31,1,0,0.600153,1.47513,0.71,46,0.578224,1.52391,0.695652,723,0.233226,0.659751,0.41455,0.874816
conj1,5,31,1,1,0.934671,1.85973,0.71,46,0.884991,1.84918,0.673913,703,0.226774,0.697013,0.374373,1.36727
conj1,6,31,0,0,0.430805,0.968376,0.67,56,0.437931,1.01677,0.625,860,0.277419,0.637209,0.177031,0.621337
conj1,6,31,0,1,0.669395,1.38481,0.69,56,0.699098,1.50575,0.678571,876,0.282581,0.655251,0.303351,0.994728
conj1,6,31,1,0,0.670769,1.6314,0.68,44,0.738366,1.69036,0.681818,711,0.229355,0.680731,0.402148,1.12711
conj1,6,31,1,1,0.909359,1.82844,0.66,44,0.94822,1.7951,0.681818,653,0.210645,0.687596,0.34736,1.29604
conj1,7,31,0,0,0.548692,0.930852,0.75,45,0.528772,0.949912,0.733333,715,0.230645,0.734266,0.175286,0.691718
conj1,7,31,0,1,0.756367,1.4194,0.73,45,0.775031,1.42275,0.711111,680,0.219355,0.725,0.26817,1.08055
conj1,7,31,1,0,0.745877,1.4147,0.69,55,0.633727,1.312,0.672727,810,0.26129,0.650617,0.302017,0.899644
conj1,7,31,1,1,0.953552,1.81577,0.75,55,0.809833,1.77143,0.709091,895,0.28871,0.719553,0.397322,1.26355
conj1,8,31,0,0,0.485973,1.06031,0.68,52,0.401481,1.15447,0.634615,786,0.253548,0.651399,0.243062,0.723263
conj1,8,31,0,1,0.806683,1.37955,0.75,52,0.718686,1.47114,0.730769,826,0.266452,0.715496,0.33182,0.976516
conj1,8,31,1,0,0.591024,1.51922,0.65,48,0.773142,1.25659,0.666667,736,0.237419,0.680707,0.228945,1.03655
conj1,8,31,1,1,0.911734,1.80635,0.71,48,1.09765,1.6172,0.729167,752,0.242581,0.736702,0.254481,1.3225
conj1,9,31,0,0,0.327695,0.908136,0.67,54,0.304921,1.01544,0.648148,848,0.273548,0.628538,0.31814,0.572908
conj1,9,31,0,1,0.712174,1.2856,0.7,54,0.703286,1.40003,0.685185,826,0.266452,0.700969,0.246242,1.02834
conj1,9,31,1,0,0.404062,1.29726,0.63,46,0.383282,1.16453,0.673913,691,0.222903,0.685962,0.263531,0.669568
conj1,9,31,1,1,0.788541,1.60033,0.71,46,0.751461,1.49883,0.717391,735,0.237097,0.704762,0.284042,1.01847
conj1,10,31,0,0,0.304346,0.977312,0.68,47,0.291733,0.961598,0.638298,735,0.237097,0.644898,0.249494,0.520594
conj1,10,31,0,1,0.587123,1.50822,0.61,47,0.744784,1.4647,0.638298,722,0.232903,0.65097,0.266377,1.04185
conj1,10,31,1,0,0.521721,1.48252,0.67,53,0.356621,1.51984,0.622642,847,0.273226,0.617473,0.486523,0.858615
conj1,10,31,1,1,0.804498,1.88866,0.67,53,0.4884,1.95405,0.603774,796,0.256774,0.611809,0.544551,1.05919
conj1,11,31,0,0,0.352104,1.12511,0.64,56,0.271363,1.17806,0.607143,843,0.271935,0.597865,0.358992,0.600947
conj1,11,31,0,1,0.629676,1.43287,0.65,56,0.612034,1.46318,0.625,893,0.288065,0.643897,0.341765,1.01227
conj1,11,31,1,0,0.521293,1.41056,0.7,44,0.840939,1.3431,0.840909,654,0.210968,0.859327,0.149231,1.09129
conj1,11,31,1,1,0.798865,1.75562,0.69,44,1.0382,1.63805,0.772727,710,0.229032,0.757746,0.243925,1.17739
conj1,12,31,0,0,0.25853,0.826,0.6,49,0.22922,0.701724,0.571429,727,0.234516,0.557084,0.183541,0.407857
conj1,12,31,0,1,0.433725,1.29826,0.62,49,0.48205,1.2882,0.612245,792,0.255484,0.611111,0.243344,0.743846
conj1,12,31,1,0,0.418036,1.25991,0.59,51,0.446663,1.46422,0.607843,766,0.247097,0.592689,0.415989,0.837508
conj1,12,31,1,1,0.593231,1.58415,0.7,51,0.547267,1.65425,0.745098,815,0.262903,0.752147,0.435539,0.97682
conj1,13,31,0,0,0.642245,0.906857,0.73,45,0.672661,0.956398,0.755556,684,0.220645,0.760234,0.16916,0.862586
conj1,13,31,0,1,0.71007,1.33704,0.71,45,0.732291,1.36516,0.711111,711,0.229355,0.710267,0.286711,1.0126
conj1,13,31,1,0,0.967544,1.32085,0.78,55,0.933438,1.39291,0.745455,868,0.28,0.741935,0.186447,1.09376
conj1,13,31,1,1,1.03537,1.64775,0.66,55,1.00797,1.72123,0.672727,837,0.27,0.665472,0.299197,1.31779
conj1,14,31,0,0,0.205196,0.93853,0.59,50,0.147154,0.909398,0.58,789,0.254516,0.583016,0.309431,0.456987
conj1,14,31,0,1,0.357686,1.34272,0.59,50,0.406688,1.40273,0.6,761,0.245484,0.605782,0.383702,0.809459
conj1,14,31,1,0,0.360656,1.35109,0.67,50,0.410958,1.39838,0.7,791,0.255161,0.709229,0.386777,0.818281
conj1,14,31,1,1,0.513146,1.67149,0.64,50,0.456404,1.58783,0.66,759,0.244839,0.662714,0.440458,0.887269
conj1,15,31,0,0,0.384141,1.02603,0.63,52,0.506823,1.03805,0.711538,761,0.245484,0.70565,0.197417,0.687871
conj1,15,31,0,1,0.598208,1.39837,0.64,52,0.689011,1.38726,0.634615,851,0.274516,0.643948,0.30107,1.03094
conj1,15,31,1,0,0.532081,1.45016,0.61,48,0.399838,1.48106,0.541667,724,0.233548,0.527624,0.421224,0.821332
conj1,15,31,1,1,0.746149,1.70483,0.67,48,0.648441,1.7198,0.666667,764,0.246452,0.685864,0.370765,1.07067
conj1,16,31,0,0,0.609326,0.983442,0.73,51,0.843673,0.946716,0.803922,775,0.25,0.803871,0.100216,0.965361
conj1,16,31,0,1,0.711309,1.53753,0.68,51,1.00183,1.44173,0.745098,806,0.26,0.74938,0.231016,1.24475
conj1,16,31,1,0,0.865903,1.49843,0.74,49,0.460948,1.37101,0.673469,753,0.242903,0.670651,0.327659,0.768601
conj1,16,31,1,1,0.967886,1.98175,0.69,49,0.504467,1.82521,0.632653,766,0.247097,0.630548,0.505146,1.01549
conj1,17,31,0,0,0.428279,1.03526,0.61,56,0.416414,1.04641,0.642857,833,0.26871,0.633854,0.283975,0.677764
conj1,17,31,0,1,0.617521,1.4317,0.7,56,0.726272,1.51532,0.732143,903,0.29129,0.734219,0.355625,1.08435
conj1,17,31,1,0,0.795337,1.43355,0.71,44,0.856565,1.35827,0.681818,716,0.230968,0.680168,0.194829,1.04765
conj1,17,31,1,1,0.984579,1.76511,0.71,44,0.892296,1.5535,0.727273,648,0.209032,0.716049,0.244298,1.11634
conj1,18,31,0,0,0.394776,1.02147,0.65,45,0.365104,1.04727,0.577778,699,0.225484,0.589413,0.231168,0.630447
conj1,18,31,0,1,0.410163,1.58347,0.57,45,0.412445,1.81063,0.555556,696,0.224516,0.545977,0.581061,0.915941
conj1,18,31,1,0,0.625583,1.54245,0.69,55,0.665434,1.56438,0.709091,852,0.274839,0.707746,0.393922,1.01983
conj1,18,31,1,1,0.64097,1.97622,0.61,55,0.654677,1.75519,0.581818,853,0.275161,0.573271,0.394945,1.06156
conj1,19,31,0,0,0.236934,0.996831,0.61,55,0.30659,1.05142,0.654545,863,0.278387,0.65701,0.275196,0.566168
conj1,19,31,0,1,0.327135,1.34458,0.59,55,0.490773,1.33261,0.636364,842,0.271613,0.62114,0.342319,0.830128
conj1,19,31,1,0,0.311714,1.55692,0.57,45,0.151502,1.43181,0.533333,709,0.22871,0.528914,0.477353,0.630141
conj1,19,31,1,1,0.401914,1.85643,0.57,45,0.126835,1.81118,0.533333,686,0.22129,0.555394,0.635273,0.792952
conj1,0,41,0,0,0.459223,1.05909,0.68,62,0.514778,1.02726,0.709677,1286,0.313659,0.721617,0.227491,0.774802
conj1,0,41,0,1,0.734754,1.39735,0.67,62,0.716098,1.39496,0.66129,1256,0.306341,0.650478,0.288716,0.970898
conj1,0,41,1,0,0.63862,1.41273,0.67,38,0.586886,1.40433,0.684211,806,0.196585,0.699752,0.327084,0.950199
conj1,0,41,1,1,0.914151,1.6702,0.71,38,0.9835,1.60081,0.710526,752,0.183415,0.711436,0.267084,1.21653
conj1,1,41,0,0,0.431731,1.19951,0.67,49,0.548121,1.24736,0.693878,971,0.236829,0.679712,0.226389,0.78865
conj1,1,41,0,1,0.80243,1.61601,0.68,49,0.957852,1.57254,0.734694,1038,0.253171,0.736994,0.158815,1.0977
conj1,1,41,1,0,0.52832,1.53508,0.64,51,0.447198,1.68511,0.647059,1042,0.254146,0.639155,0.472173,0.915384
conj1,1,41,1,1,0.899019,1.87614,0.68,51,0.780396,2.02419,0.627451,1049,0.255854,0.631077,0.453822,1.21047
conj1,2,41,0,0,0.479774,1.05805,0.68,49,0.521358,1.06406,0.693878,977,0.238293,0.698055,0.195148,0.732586
conj1,2,41,0,1,0.691481,1.35874,0.71,49,0.768081,1.3285,0.755102,1032,0.251707,0.752907,0.252136,1.00062
conj1,2,41,1,0,0.694033,1.24207,0.71,51,0.739431,1.09021,0.745098,1036,0.252683,0.742278,0.15566,0.885018
conj1,2,41,1,1,0.90574,1.50444,0.76,51,0.917495,1.38478,0.764706,1055,0.257317,0.763981,0.21368,1.11064
conj1,3,41,0,0,0.511113,1.03161,0.68,50,0.610934,1.05156,0.66,1039,0.253415,0.669875,0.182514,0.835694
conj1,3,41,0,1,0.509079,1.31757,0.65,50,0.556887,1.45127,0.62,1011,0.246585,0.608309,0.346315,0.869636
conj1,3,41,1,0,0.957136,1.53338,0.72,50,1.01889,1.5533,0.72,1009,0.246098,0.720515,0.197819,1.21413
conj1,3,41,1,1,0.955102,1.73272,0.71,50,1.06887,1.61592,0.78,1041,0.253902,0.782901,0.233842,1.32613
conj1,4,41,0,0,0.477325,1.11642,0.69,46,0.251529,0.992443,0.652174,937,0.228537,0.660619,0.259679,0.513602
conj1,4,41,0,1,0.625215,1.47644,0.68,46,0.449453,1.4621,0.608696,949,0.231463,0.616438,0.373342,0.839728
conj1,4,41,1,0,0.691189,1.41087,0.68,54,0.8289,1.55493,0.666667,1100,0.268293,0.663636,0.305797,1.11253
conj1,4,41,1,1,0.839079,1.79206,0.65,54,0.934169,1.91396,0.611111,1114,0.271707,0.612208,0.389488,1.32456
conj1,5,41,0,0,0.385244,0.933734,0.69,55,0.271386,1.02635,0.618182,1145,0.279268,0.626201,0.272675,0.586428
conj1,5,41,0,1,0.537502,1.36538,0.7,55,0.33707,1.46238,0.654545,1110,0.270732,0.648649,0.447272,0.748288
conj1,5,41,1,0,0.597401,1.44033,0.65,45,0.573386,1.33594,0.622222,914,0.222927,0.630197,0.279173,0.852678
conj1,5,41,1,1,0.749659,1.69264,0.7,45,0.831456,1.59751,0.711111,931,0.227073,0.706767,0.310668,1.14878
conj1,6,41,0,0,0.475177,0.968022,0.68,43,0.427435,0.92523,0.674419,881,0.214878,0.646992,0.203381,0.588851
conj1,6,41,0,1,0.535534,1.47257,0.65,43,0.553131,1.49554,0.55814,882,0.215122,0.560091,0.351701,0.939443
conj1,6,41,1,0,0.66315,1.38813,0.64,57,0.660563,1.4748,0.614035,1158,0.282439,0.632124,0.307509,0.994464
conj1,6,41,1,1,0.723507,1.78363,0.7,57,0.671629,1.85278,0.701754,1179,0.287561,0.696353,0.44016,1.07977
conj1,7,41,0,0,0.402621,1.01969,0.63,43,0.423826,0.99422,0.651163,892,0.217561,0.662556,0.201036,0.613368
conj1,7,41,0,1,0.501427,1.51409,0.71,43,0.521938,1.35843,0.744186,871,0.212439,0.738232,0.329737,0.82508
conj1,7,41,1,0,0.631309,1.42229,0.62,57,0.581186,1.37992,0.614035,1204,0.293659,0.61794,0.269482,0.885031
conj1,7,41,1,1,0.730115,1.68746,0.68,57,0.680516,1.6819,0.649123,1133,0.276341,0.634598,0.409033,1.05048
conj1,8,41,0,0,0.529302,0.929777,0.7,49,0.549633,0.977085,0.734694,998,0.243415,0.733467,0.154232,0.702917
conj1,8,41,0,1,0.637763,1.30395,0.67,49,0.7346,1.41926,0.653061,1011,0.246585,0.647873,0.258123,0.998165
conj1,8,41,1,0,0.694678,1.36551,0.7,51,0.733358,1.32194,0.686275,1049,0.255854,0.679695,0.207762,0.910124
conj1,8,41,1,1,0.803138,1.69855,0.68,51,0.768312,1.67369,0.705882,1042,0.254146,0.715931,0.274174,1.11771
conj1,9,41,0,0,0.473378,0.999491,0.68,59,0.379696,1.05631,0.610169,1212,0.29561,0.599835,0.279215,0.629637
conj1,9,41,0,1,0.438532,1.40246,0.62,59,0.292507,1.51293,0.559322,1207,0.29439,0.565037,0.450189,0.75324
conj1,9,41,1,0,0.744079,1.3049,0.69,41,0.880211,1.21546,0.756098,858,0.209268,0.75641,0.180303,1.05585
conj1,9,41,1,1,0.709233,1.68676,0.66,41,0.920688,1.4539,0.731707,823,0.200732,0.742406,0.221917,1.16192
conj1,10,41,0,0,0.538816,0.978869,0.72,51,0.419352,0.889297,0.686275,1053,0.256829,0.677113,0.184762,0.607235
conj1,10,41,0,1,0.665604,1.49242,0.65,51,0.588571,1.54102,0.607843,1038,0.253171,0.606936,0.342474,0.909674
conj1,10,41,1,0,1.01648,1.34758,0.77,49,1.14578,1.40703,0.795918,1008,0.245854,0.792659,0.180452,1.37582
conj1,10,41,1,1,1.14327,1.82166,0.72,49,1.22841,1.78557,0.693878,1001,0.244146,0.677323,0.258802,1.40483
conj1,11,41,0,0,0.416212,0.971412,0.68,45,0.33885,0.959185,0.622222,959,0.233902,0.612096,0.236435,0.568976
conj1,11,41,0,1,0.571598,1.25665,0.73,45,0.428148,1.25269,0.688889,886,0.216098,0.672686,0.321681,0.709724
conj1,11,41,1,0,0.631053,1.3021,0.67,55,0.677647,1.30499,0.709091,1112,0.27122,0.723022,0.241651,0.967554
conj1,11,41,1,1,0.786439,1.58631,0.71,55,0.887104,1.67476,0.745455,1143,0.27878,0.734033,0.297231,1.13228
conj1,12,41,0,0,0.486357,1.03522,0.72,54,0.477092,0.937476,0.703704,1105,0.269512,0.710407,0.170598,0.652268
conj1,12,41,0,1,0.701231,1.449,0.7,54,0.905918,1.17124,0.740741,1109,0.270488,0.743913,0.16408,1.07546
conj1,12,41,1,0,0.775947,1.38523,0.71,46,0.611886,1.58657,0.652174,958,0.233659,0.64405,0.372022,0.960735
conj1,12,41,1,1,0.990821,1.77968,0.74,46,0.575599,2.02823,0.652174,928,0.226341,0.661638,0.58111,1.2228
conj1,13,41,0,0,0.425333,1.13613,0.64,52,0.52867,1.21119,0.653846,1064,0.259512,0.657895,0.312811,0.813354
conj1,13,41,0,1,0.487136,1.49099,0.64,52,0.489233,1.39908,0.615385,1068,0.260488,0.626404,0.299843,0.845614
conj1,13,41,1,0,0.709004,1.51374,0.68,48,0.576012,1.42031,0.666667,979,0.23878,0.660878,0.323028,0.87893
conj1,13,41,1,1,0.770807,1.7901,0.67,48,0.74749,1.87479,0.645833,989,0.24122,0.647118,0.465259,1.22055
conj1,14,41,0,0,0.38382,1.05462,0.62,51,0.259636,1.13107,0.529412,1061,0.25878,0.540057,0.324992,0.621537
conj1,14,41,0,1,0.578373,1.42844,0.63,51,0.367756,1.50139,0.54902,1030,0.25122,0.540777,0.418501,0.749677
conj1,14,41,1,0,0.758256,1.3237,0.73,49,0.903514,1.31818,0.816327,1031,0.251463,0.813773,0.228957,1.13969
conj1,14,41,1,1,0.952809,1.63672,0.73,49,1.18803,1.55592,0.795918,978,0.238537,0.792434,0.247209,1.40091
conj1,15,41,0,0,0.503337,0.917849,0.71,43,0.660274,0.980112,0.813953,866,0.21122,0.830254,0.154705,0.86107
conj1,15,41,0,1,0.887848,1.56682,0.77,43,1.02323,1.45425,0.767442,897,0.21878,0.758082,0.22096,1.2018
conj1,15,41,1,0,0.73012,1.37697,0.72,57,0.531604,1.37266,0.684211,1174,0.286341,0.677172,0.353024,0.840885
conj1,15,41,1,1,1.11463,1.91339,0.76,57,0.932374,1.94281,0.754386,1163,0.283659,0.764402,0.389058,1.34855
conj1,16,41,0,0,0.290902,1.01759,0.65,42,0.18824,1.00774,0.571429,850,0.207317,0.572941,0.326991,0.537732
conj1,16,41,0,1,0.514488,1.33771,0.68,42,0.639955,1.41739,0.690476,872,0.212683,0.688073,0.286666,0.920335
conj1,16,41,1,0,0.582367,1.40999,0.68,58,0.753287,1.38723,0.706897,1186,0.289268,0.709949,0.277856,1.05359
conj1,16,41,1,1,0.805953,1.667,0.74,58,0.811676,1.60029,0.706897,1192,0.290732,0.690436,0.337637,1.11807
conj1,17,41,0,0,0.344901,0.963971,0.64,49,0.28765,0.955377,0.632653,999,0.243659,0.644645,0.282025,0.586685
conj1,17,41,0,1,0.653911,1.34931,0.7,49,0.610268,1.47421,0.653061,1010,0.246341,0.645545,0.369906,0.961534
conj1,17,41,1,0,0.668653,1.41807,0.67,51,0.671112,1.34664,0.686275,1045,0.254878,0.688038,0.259343,0.95598
conj1,17,41,1,1,0.977664,1.76911,0.74,51,0.96705,1.57967,0.784314,1046,0.255122,0.782027,0.273406,1.20516
conj1,18,41,0,0,0.406158,0.89661,0.64,54,0.373101,0.988434,0.62963,1123,0.273902,0.648264,0.235258,0.650347
conj1,18,41,0,1,0.553882,1.36712,0.62,54,0.574064,1.36704,0.611111,1091,0.266098,0.603116,0.290488,0.841412
conj1,18,41,1,0,0.491294,1.36056,0.65,46,0.589695,1.34395,0.652174,966,0.23561,0.653209,0.260592,0.866869
conj1,18,41,1,1,0.639019,1.63259,0.61,46,0.67492,1.69698,0.608696,920,0.22439,0.61413,0.378135,1.08061
conj1,19,41,0,0,0.301859,0.959418,0.63,49,0.262133,0.796093,0.673469,1017,0.248049,0.682399,0.201405,0.47504
conj1,19,41,0,1,0.621901,1.284,0.65,49,0.766753,1.15738,0.734694,992,0.241951,0.722782,0.167104,0.906555
conj1,19,41,1,0,0.617939,1.27725,0.68,51,0.498549,1.36902,0.607843,1045,0.254878,0.608612,0.316575,0.774758
conj1,19,41,1,1,0.93798,1.50381,0.69,51,0.64125,1.56976,0.607843,1046,0.255122,0.629063,0.283185,0.990418
conj1,0,51,0,0,0.375624,0.920964,0.66,57,0.418047,0.945946,0.649123,1486,0.291373,0.644011,0.2031,0.62124
conj1,0,51,0,1,0.683913,1.25071,0.71,57,0.831642,1.15649,0.736842,1421,0.278627,0.736101,0.16714,0.980609
conj1,0,51,1,0,0.661577,1.48429,0.67,43,0.746014,1.46919,0.627907,1058,0.207451,0.627599,0.284272,1.02934
conj1,0,51,1,1,0.969867,1.7022,0.73,43,0.914712,1.88574,0.651163,1135,0.222549,0.65815,0.382777,1.32003
conj1,1,51,0,0,0.222737,1.08092,0.57,48,0.220899,0.98598,0.625,1197,0.234706,0.630744,0.299522,0.498785
conj1,1,51,0,1,0.421014,1.58493,0.64,48,0.336823,1.4972,0.645833,1251,0.245294,0.636291,0.496495,0.824904
conj1,1,51,1,0,0.38355,1.34067,0.61,52,0.533199,1.38909,0.596154,1323,0.259412,0.598639,0.331894,0.860751
conj1,1,51,1,1,0.581827,1.74844,0.68,52,0.807493,1.80798,0.711538,1329,0.260588,0.721595,0.402743,1.2464
conj1,2,51,0,0,0.485389,1.01696,0.66,49,0.456643,0.982862,0.673469,1226,0.240392,0.692496,0.202654,0.679237
conj1,2,51,0,1,0.847416,1.26337,0.77,49,0.925827,1.13449,0.77551,1273,0.249608,0.745483,0.1836,1.03085
conj1,2,51,1,0,0.618175,1.40573,0.69,51,0.73146,1.29226,0.705882,1279,0.250784,0.707584,0.21064,0.922455
conj1,2,51,1,1,0.980202,1.53748,0.75,51,0.990532,1.46488,0.784314,1322,0.259216,0.790469,0.197971,1.2108
conj1,3,51,0,0,0.526415,0.885612,0.72,50,0.422679,0.950363,0.66,1292,0.253333,0.640093,0.247213,0.630648
conj1,3,51,0,1,0.695688,1.4265,0.74,50,0.503949,1.59995,0.64,1258,0.246667,0.645469,0.391913,0.961098
conj1,3,51,1,0,0.607375,1.23466,0.68,50,0.736015,1.29446,0.7,1270,0.24902,0.704724,0.223042,0.972818
conj1,3,51,1,1,0.776648,1.66368,0.67,50,0.993291,1.4984,0.72,1280,0.25098,0.728125,0.210812,1.19636
conj1,4,51,0,0,0.374764,1.01912,0.62,51,0.438927,0.939247,0.666667,1283,0.251569,0.664848,0.180407,0.609973
conj1,4,51,0,1,0.586155,1.48077,0.7,51,0.681849,1.38079,0.686275,1318,0.258431,0.688923,0.247546,0.942339
conj1,4,51,1,0,0.740854,1.31599,0.73,49,0.824672,1.40336,0.714286,1311,0.257059,0.704805,0.248163,1.06801
conj1,4,51,1,1,0.952244,1.70493,0.7,49,1.00324,1.86385,0.714286,1188,0.232941,0.713805,0.35695,1.32371
