n,mu2,tau,sigma,t,mean_unpooled,se_unpooled,mean_pooled,se_pooled,mean_eb,se_eb
50,0,2,0.1,158,3.9424682,0.10933642,154.24883,1.1117359,4.5021415,0.13803873
50,0,2,0.1,159,3.9464395,0.10970887,155.21629,1.1187862,4.5098692,0.13870998
50,0,2,0.1,160,3.9507301,0.11010099,156.18376,1.1258364,4.5173141,0.13937385
50,0,2,0.1,161,3.9553354,0.11046295,157.15122,1.1328867,4.5247917,0.1400214
50,0,2,0.1,162,3.9602759,0.11085995,158.11868,1.139937,4.5325289,0.14067399
50,0,2,0.1,163,3.9649167,0.11120978,159.08615,1.1469873,4.5401426,0.14132374
50,0,2,0.1,164,3.969097,0.11158589,160.05364,1.1540394,4.5481162,0.1419614
50,0,2,0.1,165,3.9737153,0.11195987,161.0211,1.1610898,4.5553904,0.14261724
50,0,2,0.1,166,3.9777672,0.11233058,161.98856,1.1681401,4.5634133,0.14326718
50,0,2,0.1,167,3.9822162,0.11270062,162.95603,1.1751907,4.5715618,0.1439112
50,0,2,0.1,168,3.9861907,0.11307455,163.92351,1.1822415,4.5791526,0.14460976
50,0,2,0.1,169,3.9908837,0.11346829,164.89097,1.1892922,4.5867277,0.14525322
50,0,2,0.1,170,3.9957347,0.11383407,165.85843,1.1963424,4.5943769,0.14590365
50,0,2,0.1,171,4.0001548,0.11420618,166.82589,1.2033928,4.602181,0.14655947
50,0,2,0.1,172,4.0048117,0.11457182,167.79335,1.210443,4.6094674,0.14720881
50,0,2,0.1,173,4.0090261,0.1149448,168.76083,1.2174938,4.6170947,0.1478087
50,0,2,0.1,174,4.0129853,0.11532364,169.7283,1.2245441,4.6246027,0.1484208
50,0,2,0.1,175,4.0172219,0.11569947,170.69579,1.2315954,4.6317543,0.14902766
50,0,2,0.1,176,4.0216076,0.11606787,171.66326,1.2386457,4.6390879,0.14962976
50,0,2,0.1,177,4.026004,0.11641476,172.63072,1.2456962,4.6470202,0.15024869
50,0,2,0.1,178,4.0306016,0.11679575,173.59819,1.2527465,4.654258,0.15085629
50,0,2,0.1,179,4.034403,0.11716356,174.56565,1.2597969,4.6615069,0.15148658
50,0,2,0.1,180,4.0386504,0.11752051,175.53311,1.2668473,4.6685155,0.15209707
50,0,2,0.1,181,4.042954,0.1178908,176.50057,1.2738977,4.6753543,0.15266954
50,0,2,0.1,182,4.0470045,0.11826551,177.46803,1.280948,4.6825947,0.15324651
50,0,2,0.1,183,4.0509068,0.11863389,178.4355,1.287999,4.6897867,0.15382363
50,0,2,0.1,184,4.055185,0.11900371,179.40297,1.2950494,4.6966641,0.15439656
50,0,2,0.1,185,4.0589821,0.11937474,180.37044,1.3020998,4.7040181,0.15497502
50,0,2,0.1,186,4.0630176,0.11974298,181.3379,1.3091503,4.7114401,0.1555622
50,0,2,0.1,187,4.0670995,0.1201163,182.30536,1.3162007,4.7183089,0.15614173
50,0,2,0.1,188,4.0710992,0.12048763,183.27282,1.3232511,4.7255736,0.15671147
50,0,2,0.1,189,4.0748516,0.12086071,184.24029,1.3303016,4.7321146,0.15728912
50,0,2,0.1,190,4.0787697,0.12123681,185.20775,1.3373519,4.738901,0.15784979
50,0,2,0.1,191,4.0827297,0.12161163,186.17521,1.3444023,4.746017,0.15841943
50,0,2,0.1,192,4.0870649,0.12198495,187.14267,1.3514527,4.7527936,0.15897431
50,0,2,0.1,193,4.0910435,0.12234933,188.11013,1.3585031,4.7599067,0.15952377
50,0,2,0.1,194,4.0948599,0.1227121,189.07762,1.3655555,4.7667547,0.16007783
50,0,2,0.1,195,4.099177,0.12307022,190.04508,1.3726059,4.7740678,0.16062851
50,0,2,0.1,196,4.1030361,0.12342362,191.01254,1.3796564,4.780428,0.16118848
50,0,2,0.1,197,4.1069041,0.12377708,191.98,1.3867068,4.7870111,0.16174187
50,0,2,0.1,198,4.1107502,0.12412708,192.94747,1.3937573,4.7934737,0.16230114
50,0,2,0.1,199,4.1144328,0.12448041,193.91493,1.4008078,4.7998213,0.16286262
50,0,5,0.1,0,2.8060947,0.026358527,2.7855006,0.025930949,2.844528,0.025400055
50,0,5,0.1,1,3.689276,0.029174753,5.4406252,0.040473911,3.6951301,0.029199193
50,0,5,0.1,2,4.1213946,0.033075945,7.9600184,0.054096829,4.1080044,0.034446886
50,0,5,0.1,3,4.4732289,0.03781061,10.460697,0.067230052,4.4490048,0.039834169
50,0,5,0.1,4,4.777128,0.04253784,12.922301,0.080754658,4.7486592,0.04569013
50,0,5,0.1,5,5.0627521,0.047674272,15.364417,0.09603915,5.0221668,0.051554011
50,0,5,0.1,6,5.3296637,0.052844872,17.806582,0.11182862,5.2783671,0.057736442
50,0,5,0.1,7,5.5796666,0.05798349,20.243585,0.12828282,5.5227693,0.06386144
50,0,5,0.1,8,5.824394,0.063287801,22.670794,0.14513337,5.7536843,0.069925059
50,0,5,0.1,9,6.0581579,0.068782124,25.104232,0.16208743,5.9789233,0.076086477
50,0,5,0.1,10,6.2843108,0.07443993,27.53846,0.17877481,6.2001836,0.082297182
50,0,5,0.1,11,6.5056582,0.080086402,29.973274,0.19545438,6.4129847,0.088566606
50,0,5,0.1,12,6.7223892,0.085646999,32.397278,0.21285249,6.6224208,0.094770095
50,0,5,0.1,13,6.9310398,0.09110322,34.820577,0.23053229,6.8272799,0.10085549
50,0,5,0.1,14,7.1405132,0.096592386,37.241031,0.24809325,7.0314038,0.10700387
50,0,5,0.1,15,7.3441059,0.10197763,39.661514,0.26568266,7.229432,0.11309854
50,0,5,0.1,16,7.5435366,0.10741307,42.08275,0.28296425,7.4255839,0.11908231
50,0,5,0.1,17,7.7391193,0.11283887,44.501574,0.30038415,7.6172762,0.12506762
50,0,5,0.1,18,7.9327318,0.11810757,46.926853,0.31741565,7.8082117,0.13075829
50,0,5,0.1,19,8.1239562,0.12340933,49.345659,0.33487955,7.9951787,0.1366067
50,0,5,0.1,20,8.3131293,0.12866355,51.764485,0.35235835,8.1775795,0.1424852
50,0,5,0.1,21,8.498003,0.1338406,54.18485,0.36993194,8.3599409,0.14831182
50,0,5,0.1,22,8.6827492,0.13908128,56.603645,0.3874359,8.5383917,0.15420144
50,0,5,0.1,23,8.8678289,0.14426742,59.022567,0.40495665,8.7138532,0.15996874
50,0,5,0.1,24,9.0499298,0.14950881,61.441427,0.4224849,8.8906249,0.16578057
50,0,5,0.1,25,9.2276091,0.1547799,63.860241,0.44001944,9.0661633,0.17158625
50,0,5,0.1,26,9.4056198,0.1600026,66.284225,0.45704761,9.2411543,0.17738833
50,0,5,0.1,27,9.5825461,0.1653178,68.703031,0.47459658,9.415345,0.18313735
50,0,5,0.1,28,9.7562828,0.17060017,71.125843,0.49183448,9.5865854,0.18883844
50,0,5,0.1,29,9.9272454,0.17584914,73.548583,0.50922896,9.7556988,0.19462026
50,0,5,0.1,30,10.099163,0.18110275,75.96726,0.52679319,9.9253213,0.20036498
50,0,5,0.1,31,10.268511,0.18627887,78.385937,0.54436256,10.094328,0.20610696
50,0,5,0.1,32,10.438025,0.19163378,80.8046,0.56193463,10.260638,0.21183164
50,0,5,0.1,33,10.604696,0.19679926,83.223265,0.57951026,10.426301,0.21753439
50,0,5,0.1,34,10.770337,0.20200123,85.641924,0.59708865,10.589229,0.22320943
50,0,5,0.1,35,10.936728,0.20726893,88.064182,0.61422909,10.751919,0.2287387
50,0,5,0.1,36,11.10312,0.2123639,90.486577,0.6314898,10.914133,0.23430336
50,0,5,0.1,37,11.267074,0.21750853,92.905245,0.64907537,11.073469,0.23984854
50,0,5,0.1,38,11.429416,0.22268361,95.3251,0.66670423,11.232413,0.24537612
50,0,5,0.1,39,11.592414,0.22787144,97.743777,0.6842956,11.391618,0.25094708
50,0,5,0.1,40,11.752019,0.23296544,100.16244,0.70188892,11.55077,0.25646383
50,0,5,0.1,41,11.913148,0.23801596,102.58111,0.71948421,11.710213,0.26195443
50,0,5,0.1,42,12.072199,0.24314594,104.99976,0.73707961,11.866441,0.26739393
50,0,5,0.1,43,12.228775,0.248155,107.41843,0.75467777,12.023311,0.27286622
50,0,5,0.1,44,12.384665,0.25316672,109.83708,0.77227604,12.182555,0.27829017
50,0,5,0.1,45,12.539832,0.25824253,112.25575,0.78987775,12.338575,0.28379037
50,0,5,0.1,46,12.694251,0.26328994,114.6744,0.80747855,12.492916,0.28925091
50,0,5,0.1,47,12.847387,0.26827531,117.09305,0.82508045,12.64761,0.29468588
50,0,5,0.1,48,13.000889,0.27331318,119.51173,0.84268475,12.801123,0.30009079
50,0,5,0.1,49,13.154776,0.27828288,121.93038,0.8602887,12.953571,0.30553601
50,0,5,0.1,50,13.305695,0.28328636,124.34903,0.87789358,13.10596,0.31094622
50,0,5,0.1,51,13.458586,0.28834694,126.7677,0.89550082,13.257744,0.31630071
50,0,5,0.1,52,13.608621,0.29325548,129.18637,0.9131089,13.40964,0.32167724
50,0,5,0.1,53,13.759688,0.29815968,131.60504,0.93071775,13.561159,0.32698093
50,0,5,0.1,54,13.909909,0.30307036,134.02371,0.9483273,13.712138,0.33223509
50,0,5,0.1,55,14.059686,0.30794629,136.44237,0.96593737,13.861509,0.33749276
50,0,5,0.1,56,14.208773,0.31286321,138.86104,0.98354807,14.010745,0.34274528
50,0,5,0.1,57,14.357052,0.31772805,141.27969,1.0011584,14.159124,0.34797003
50,0,5,0.1,58,14.504361,0.32264428,143.69834,1.0187691,14.307659,0.35315319
50,0,5,0.1,59,14.65198,0.32753091,146.11701,1.0363818,14.455299,0.35836491
50,0,5,0.1,60,14.796757,0.33236816,148.53568,1.0539948,14.602573,0.36361072
50,0,5,0.1,61,14.940754,0.33724479,150.95433,1.0716072,14.749156,0.36882066
50,0,5,0.1,62,15.084487,0.34215303,153.373,1.0892214,14.895449,0.37409154
50,0,5,0.1,63,15.229409,0.34697967,155.79165,1.1068348,15.040253,0.3793222
50,0,5,0.1,64,15.373574,0.35177966,158.21032,1.12445,15.185221,0.38453537
50,0,5,0.1,65,15.516767,0.35661859,160.62899,1.1420655,15.329957,0.38971717
50,0,5,0.1,66,15.657912,0.36144592,163.04765,1.1596812,15.474264,0.39487999
50,0,5,0.1,67,15.799187,0.36620786,165.46633,1.1772972,15.617432,0.40006706
50,0,5,0.1,68,15.94041,0.37094385,167.88498,1.1949127,15.75962,0.40523381
50,0,5,0.1,69,16.080572,0.37568393,170.30364,1.2125291,15.902102,0.41040049
50,0,5,0.1,70,16.220479,0.38038912,172.72231,1.230145,16.044602,0.41551685
50,0,5,0.1,71,16.36145,0.38510191,175.14095,1.2477612,16.187362,0.42068498
50,0,5,0.1,72,16.5011,0.38982157,177.5596,1.2653778,16.328852,0.42584129
50,0,5,0.1,73,16.641061,0.39454086,179.97827,1.2829958,16.47038,0.43099804
50,0,5,0.1,74,16.780213,0.39931376,182.39692,1.3006132,16.612306,0.43613562
50,0,5,0.1,75,16.920093,0.40404898,184.81559,1.318232,16.75337,0.44130384
50,0,5,0.1,76,17.059962,0.40879306,187.23426,1.3358499,16.894488,0.44647264
50,0,5,0.1,77,17.199476,0.41354071,189.65294,1.3534694,17.034634,0.45164793
50,0,5,0.1,78,17.337224,0.4183454,192.07161,1.3710876,17.174741,0.45680956
50,0,5,0.1,79,17.476244,0.42312928,194.49028,1.3887074,17.313594,0.46198386
50,0,5,0.1,80,17.61384,0.42788316,196.90892,1.406326,17.45218,0.46713735
50,0,5,0.1,81,17.750577,0.43264558,199.32758,1.423945,17.590797,0.47228945
50,0,5,0.1,82,17.888125,0.43737874,201.74623,1.4415642,17.728806,0.47742752
50,0,5,0.1,83,18.026063,0.44208993,204.16881,1.4593755,17.867206,0.48254735
50,0,5,0.1,84,18.162713,0.44682103,206.58747,1.4769951,18.004359,0.48770228
50,0,5,0.1,85,18.298833,0.45156201,209.0062,1.4946196,18.143044,0.49282032
50,0,5,0.1,86,18.435101,0.45633795,211.42486,1.5122396,18.279407,0.4979771
50,0,5,0.1,87,18.570534,0.46108878,213.84351,1.5298595,18.415184,0.50308351
50,0,5,0.1,88,18.706738,0.46582702,216.26216,1.5474797,18.552044,0.50818483
50,0,5,0.1,89,18.843433,0.47054023,218.68081,1.5651,18.687057,0.51329234
50,0,5,0.1,90,18.978283,0.47527591,221.09946,1.5827204,18.821412,0.51834812
50,0,5,0.1,91,19.11287,0.47999765,223.51814,1.6003412,18.955374,0.52336566
50,0,5,0.1,92,19.24702,0.48471584,225.93679,1.6179618,19.088294,0.52839991
50,0,5,0.1,93,19.380422,0.4894488,228.35545,1.635583,19.221286,0.53344667
50,0,5,0.1,94,19.513714,0.49416716,230.7741,1.6532039,19.354036,0.53846331
50,0,5,0.1,95,19.646574,0.49883896,233.19277,1.6708251,19.486107,0.54348622
50,0,5,0.1,96,19.779214,0.50353202,235.61143,1.6884465,19.618016,0.54852481
50,0,5,0.1,97,19.91187,0.5082287,238.03008,1.706068,19.749734,0.5535466
50,0,5,0.1,98,20.045156,0.51289927,240.44875,1.7236898,19.881335,0.55855724
50,0,5,0.1,99,20.177431,0.51759695,242.86742,1.7413117,20.012792,0.56357091
50,0,5,0.1,100,20.310113,0.52226737,245.28607,1.7589334,20.144375,0.56858168
50,0,5,0.1,101,20.442154,0.52696424,247.70473,1.7765553,20.2756,0.57367592
50,0,5,0.1,102,20.574871,0.53161308,250.12338,1.7941772,20.40584,0.57869444
50,0,5,0.1,103,20.706689,0.53632095,252.54203,1.8117992,20.535601,0.58371308
50,0,5,0.1,104,20.83776,0.54101477,254.96068,1.8294213,20.666072,0.58877872
50,0,5,0.1,105,20.969817,0.54568214,257.37934,1.8470437,20.795951,0.59380386
50,0,5,0.1,106,21.101509,0.55038347,259.79799,1.864666,20.925868,0.59882221
50,0,5,0.1,107,21.232561,0.55506137,262.21665,1.8822888,21.055274,0.6038188
50,0,5,0.1,108,21.363173,0.55977085,264.6353,1.8999112,21.184256,0.60882121
50,0,5,0.1,109,21.493749,0.56446055,267.05396,1.9175341,21.313881,0.61380896
50,0,5,0.1,110,21.624472,0.56918108,269.47261,1.9351567,21.442827,0.61881869
50,0,5,0.1,111,21.754655,0.57384955,271.89131,1.9527806,21.572121,0.62381431
50,0,5,0.1,112,21.884742,0.5785261,274.30996,1.9704034,21.699987,0.62877678
50,0,5,0.1,113,22.015074,0.58322373,276.72863,1.9880264,21.826908,0.6336634
50,0,5,0.1,114,22.144988,0.58791386,279.14728,2.0056494,21.95398,0.63853577
50,0,5,0.1,115,22.274977,0.59258903,281.56593,2.0232724,22.08115,0.64346113
50,0,5,0.1,116,22.404697,0.59729034,283.98459,2.0408956,22.207228,0.64834645
50,0,5,0.1,117,22.533496,0.60196881,286.40324,2.0585188,22.334155,0.65322255
50,0,5,0.1,118,22.662853,0.60665374,288.82189,2.0761421,22.460358,0.65810978
50,0,5,0.1,119,22.790892,0.61133144,291.24057,2.0937666,22.586767,0.66298897
50,0,5,0.1,120,22.919473,0.61597909,293.65923,2.1113901,22.712328,0.66789804
50,0,5,0.1,121,23.047131,0.62064928,296.07788,2.1290136,22.837619,0.6728012
50,0,5,0.1,122,23.174441,0.62531086,298.49654,2.1466373,22.962917,0.67769445
50,0,5,0.1,123,23.30129,0.62997429,300.91519,2.1642609,23.088483,0.68260208
50,0,5,0.1,124,23.428629,0.63465169,303.33385,2.1818847,23.213652,0.68749961
50,0,5,0.1,125,23.555413,0.63931672,305.7525,2.1995084,23.339062,0.69241963
50,0,5,0.1,126,23.681898,0.64398401,308.17115,2.2171321,23.464194,0.69734167
50,0,5,0.1,127,23.808466,0.64864181,310.5898,2.234756,23.588724,0.70225875
50,0,5,0.1,128,23.934615,0.65331698,313.00847,2.2523802,23.713601,0.70717176
50,0,5,0.1,129,24.061096,0.65800809,315.42713,2.2700042,23.838043,0.71208515
50,0,5,0.1,130,24.186751,0.66265282,317.8458,2.2876283,23.962746,0.71703566
50,0,5,0.1,131,24.312054,0.66725373,320.26445,2.3052523,24.086985,0.72197192
50,0,5,0.1,132,24.436612,0.67189283,322.6831,2.3228763,24.211083,0.72692525
50,0,5,0.1,133,24.561402,0.67653857,325.10176,2.3405006,24.335182,0.73182704
50,0,5,0.1,134,24.685834,0.68118073,327.52041,2.3581248,24.459136,0.73673008
50,0,5,0.1,135,24.810479,0.68581782,329.93906,2.3757492,24.582761,0.74165148
50,0,5,0.1,136,24.934546,0.69047258,332.35771,2.3933734,24.706755,0.74657548
50,0,5,0.1,137,25.058908,0.69510846,334.77636,2.4109977,24.830822,0.75151466
50,0,5,0.1,138,25.183714,0.69977259,337.19501,2.4286221,24.955053,0.75645426
50,0,5,0.1,139,25.308701,0.70441247,339.61367,2.4462465,25.078988,0.76139588
50,0,5,0.1,140,25.433094,0.70907273,342.03233,2.4638712,25.202557,0.76634193
50,0,5,0.1,141,25.556737,0.71372274,344.45098,2.4814957,25.32574,0.7712874
50,0,5,0.1,142,25.680733,0.71836119,346.86963,2.4991202,25.449552,0.77622115
50,0,5,0.1,143,25.80424,0.72292837,349.28828,2.5167447,25.573342,0.78114363
50,0,5,0.1,144,25.928525,0.72750279,351.70693,2.5343693,25.69614,0.78608143
50,0,5,0.1,145,26.051932,0.73206834,354.12559,2.5519941,25.819401,0.79098126
50,0,5,0.1,146,26.175051,0.73664484,356.54425,2.5696189,25.942242,0.7959037
50,0,5,0.1,147,26.298324,0.74125816,358.96291,2.5872435,26.065216,0.80081983
50,0,5,0.1,148,26.421359,0.74581266,361.38156,2.6048682,26.18831,0.80574724
50,0,5,0.1,149,26.544167,0.75034637,363.80023,2.6224933,26.311734,0.81068281
50,0,5,0.1,150,26.666111,0.75489094,366.21894,2.6401218,26.434335,0.81562431
50,0,5,0.1,151,26.78809,0.75942004,368.63761,2.6577468,26.556726,0.82057216
50,0,5,0.1,152,26.910217,0.76393608,371.05626,2.6753716,26.679576,0.8255364
50,0,5,0.1,153,27.031932,0.76843937,373.47491,2.6929965,26.803,0.83049544
50,0,5,0.1,154,27.153158,0.77296663,375.89356,2.7106214,26.925007,0.83544803
50,0,5,0.1,155,27.275422,0.77748223,378.31221,2.7282464,27.047475,0.84036359
50,0,5,0.1,156,27.396734,0.78198881,380.73088,2.7458714,27.169147,0.84529699
50,0,5,0.1,157,27.51752,0.78650451,383.14953,2.7634964,27.291063,0.85025776
50,0,5,0.1,158,27.638987,0.7909756,385.56818,2.7811217,27.413331,0.8551368
50,0,5,0.1,159,27.759034,0.79549946,387.98684,2.798747,27.534724,0.86004465
50,0,5,0.1,160,27.880182,0.79999619,390.40549,2.8163721,27.654883,0.8649065
50,0,5,0.1,161,28.000468,0.80452854,392.82414,2.8339972,27.776266,0.86975075
50,0,5,0.1,162,28.120755,0.80904936,395.24279,2.8516225,27.896707,0.87460465
50,0,5,0.1,163,28.241248,0.81357474,397.66144,2.8692477,28.017175,0.87945731
50,0,5,0.1,164,28.360731,0.81803045,400.08009,2.8868729,28.137252,0.88432897
50,0,5,0.1,165,28.47988,0.82250054,402.49874,2.9044981,28.257233,0.88919894
50,0,5,0.1,166,28.598823,0.82694407,404.91739,2.9221236,28.377488,0.89407302
50,0,5,0.1,167,28.717982,0.83137407,407.33604,2.9397488,28.497838,0.89894603
50,0,5,0.1,168,28.8369,0.83580983,409.7547,2.957375,28.61815,0.90382418
50,0,5,0.1,169,28.955619,0.84026367,412.17336,2.9750005,28.738168,0.9087178
50,0,5,0.1,170,29.074981,0.84470796,414.59201,2.9926259,28.858222,0.91359228
50,0,5,0.1,171,29.193412,0.84911143,417.01066,3.0102512,28.977119,0.91846112
50,0,5,0.1,172,29.311865,0.8535439,419.42931,3.0278765,29.096738,0.92330719
50,0,5,0.1,173,29.43028,0.85797779,421.84796,3.0455019,29.215601,0.92818354
50,0,5,0.1,174,29.549041,0.86243356,424.26662,3.0631275,29.333994,0.93304757
50,0,5,0.1,175,29.667905,0.86684318,426.68535,3.0807553,29.452327,0.93791178
50,0,5,0.1,176,29.786416,0.87119398,429.104,3.0983807,29.571293,0.94277391
50,0,5,0.1,177,29.903959,0.87559733,431.52266,3.1160065,29.690202,0.94763063
50,0,5,0.1,178,30.021444,0.8800081,433.94131,3.133632,29.808968,0.95249319
50,0,5,0.1,179,30.138131,0.88438934,436.35996,3.1512575,29.927316,0.95733905
50,0,5,0.1,180,30.254904,0.88877456,438.77862,3.1688833,30.045046,0.96216067
50,0,5,0.1,181,30.371689,0.89314934,441.19727,3.1865089,30.163603,0.9669656
50,0,5,0.1,182,30.488301,0.89753566,443.61592,3.2041344,30.282371,0.97177237
50,0,5,0.1,183,30.604978,0.90192667,446.03457,3.2217603,30.400055,0.97659272
50,0,5,0.1,184,30.721952,0.90634341,448.45324,3.239386,30.518069,0.98141317
50,0,5,0.1,185,30.838571,0.91073736,450.87189,3.2570116,30.6356,0.98624165
50,0,5,0.1,186,30.955207,0.91512613,453.29054,3.2746375,30.753541,0.99107109
50,0,5,0.1,187,31.071594,0.91951057,455.70919,3.2922634,30.870982,0.99589745
50,0,5,0.1,188,31.188161,0.92388156,458.12785,3.309889,30.990379,1.0007369
50,0,5,0.1,189,31.304982,0.92825539,460.54651,3.3275149,31.107784,1.0055691
50,0,5,0.1,190,31.421276,0.9326451,462.96517,3.3451405,31.225191,1.0104038
50,0,5,0.1,191,31.537785,0.93703883,465.38382,3.3627663,31.343179,1.0152907
50,0,5,0.1,192,31.654076,0.9414444,467.80247,3.380392,31.460851,1.0201085
50,0,5,0.1,193,31.770713,0.94583995,470.22112,3.3980178,31.578549,1.0249739
50,0,5,0.1,194,31.887054,0.95020372,472.63977,3.4156435,31.696069,1.0298251
50,0,5,0.1,195,32.002663,0.95459076,475.05842,3.4332693,31.813929,1.0346527
50,0,5,0.1,196,32.118183,0.9589812,477.47707,3.4508951,31.931517,1.0394948
50,0,5,0.1,197,32.233915,0.96336138,479.89572,3.4685209,32.048465,1.0443361
50,0,5,0.1,198,32.349942,0.96774374,482.31437,3.486147,32.16587,1.0491516
50,0,5,0.1,199,32.465574,0.97209707,484.73302,3.5037728,32.282645,1.0539925
50,0,10,0.1,0,5.6121893,0.052717053,5.5710012,0.051861897,5.689056,0.050800111
50,0,10,0.1,1,7.3328635,0.057195932,10.712474,0.078131623,7.3368278,0.058288279
50,0,10,0.1,2,8.1696248,0.065510587,15.672416,0.10717217,8.1323135,0.069098806
50,0,10,0.1,3,8.9122094,0.075864852,20.613779,0.13716382,8.8540094,0.08132699
50,0,10,0.1,4,9.6067884,0.087235469,25.52657,0.16955158,9.5298478,0.094805326
50,0,10,0.1,5,10.2788,0.09941602,30.437316,0.20207101,10.170881,0.10901976
50,0,10,0.1,6,10.940961,0.11225602,35.336422,0.2355638,10.794933,0.12400592
50,0,10,0.1,7,11.593745,0.12550638,40.215676,0.27026194,11.410194,0.13918061
50,0,10,0.1,8,12.226736,0.13894402,45.075528,0.3050953,12.01076,0.1544814
50,0,10,0.1,9,12.846801,0.15231258,49.940197,0.34047475,12.604312,0.16984249
50,0,10,0.1,10,13.457667,0.16583452,54.789987,0.37550593,13.186478,0.18517019
50,0,10,0.1,11,14.056454,0.17962295,59.64068,0.41053569,13.763595,0.20058441
50,0,10,0.1,12,14.65452,0.19346863,64.497306,0.44573306,14.337418,0.21576917
50,0,10,0.1,13,15.247831,0.20724869,69.347748,0.48049441,14.904242,0.23091261
50,0,10,0.1,14,15.835122,0.22119807,74.228534,0.51427824,15.46618,0.24619361
50,0,10,0.1,15,16.413804,0.2350268,79.086505,0.5491948,16.023726,0.26142724
50,0,10,0.1,16,16.991328,0.24884981,83.928977,0.58375506,16.574901,0.27648892
50,0,10,0.1,17,17.57132,0.26264615,88.783727,0.61804364,17.121146,0.29168897
50,0,10,0.1,18,18.143102,0.27649075,93.621637,0.6529265,17.66625,0.3070672
50,0,10,0.1,19,18.708049,0.29031124,98.461011,0.68786718,18.206387,0.322316
50,0,10,0.1,20,19.270679,0.30413092,103.30299,0.72286209,18.74445,0.33753643
50,0,10,0.1,21,19.829402,0.31802381,108.14439,0.7578324,19.278752,0.35264363
50,0,10,0.1,22,20.387638,0.33186152,112.98954,0.79272236,19.812567,0.36780729
50,0,10,0.1,23,20.94302,0.34569555,117.83491,0.82715505,20.342046,0.38311019
50,0,10,0.1,24,21.495878,0.35963054,122.67804,0.8623244,20.870345,0.39808843
50,0,10,0.1,25,22.045271,0.37349344,127.51595,0.89739214,21.39716,0.41316769
50,0,10,0.1,26,22.596242,0.38746545,132.35908,0.9322551,21.920041,0.42823514
50,0,10,0.1,27,23.146321,0.40149013,137.19696,0.96735125,22.441874,0.44316236
50,0,10,0.1,28,23.691864,0.41544087,142.03802,1.0024893,22.962276,0.45803744
50,0,10,0.1,29,24.237068,0.42940012,146.87587,1.037606,23.479336,0.47305622
50,0,10,0.1,30,24.780576,0.44337431,151.71374,1.0727322,23.9951,0.4880612
50,0,10,0.1,31,25.32189,0.45732453,156.55787,1.1075795,24.511515,0.50303436
50,0,10,0.1,32,25.860959,0.47124228,161.40603,1.1417194,25.022252,0.51795656
50,0,10,0.1,33,26.399081,0.48503428,166.24388,1.1768698,25.530988,0.53283169
50,0,10,0.1,34,26.933554,0.49884407,171.08172,1.2120268,26.039114,0.54766636
50,0,10,0.1,35,27.468027,0.51268606,175.91963,1.2471921,26.545467,0.56243419
50,0,10,0.1,36,28.002967,0.52649879,180.75751,1.2823634,27.05102,0.57692716
50,0,10,0.1,37,28.535016,0.54036276,185.59536,1.317537,27.550785,0.59144461
50,0,10,0.1,38,29.066399,0.55421213,190.43744,1.3527661,28.050269,0.60600968
50,0,10,0.1,39,29.595136,0.56801644,195.27528,1.3879487,28.548478,0.62061134
50,0,10,0.1,40,30.123846,0.58178169,200.11313,1.4231353,29.04542,0.63514182
50,0,10,0.1,41,30.649317,0.5954999,204.95099,1.4583261,29.54257,0.64968387
50,0,10,0.1,42,31.173251,0.60928608,209.78884,1.4935197,30.038718,0.66427468
50,0,10,0.1,43,31.696909,0.62308527,214.63572,1.528088,30.535342,0.67876243
50,0,10,0.1,44,32.219553,0.63689474,219.47357,1.563288,31.026365,0.69315968
50,0,10,0.1,45,32.741536,0.65062759,224.31142,1.5984907,31.518068,0.70761754
50,0,10,0.1,46,33.261844,0.66444208,229.1522,1.633799,32.009254,0.72207117
50,0,10,0.1,47,33.78415,0.6783642,233.99005,1.6690068,32.501897,0.73653733
50,0,10,0.1,48,34.30602,0.69221678,238.82792,1.7042171,32.994771,0.75102572
50,0,10,0.1,49,34.82435,0.70596605,243.66548,1.7394192,33.485025,0.76551721
50,0,10,0.1,50,35.341829,0.71979354,248.50303,1.7746234,33.975713,0.77999273
50,0,10,0.1,51,35.855041,0.73344976,253.34059,1.8098299,34.465803,0.79448223
50,0,10,0.1,52,36.369802,0.74717211,258.17815,1.8450383,34.953397,0.80887015
50,0,10,0.1,53,36.883737,0.76073312,263.01571,1.8802484,35.439384,0.8232928
50,0,10,0.1,54,37.396426,0.77439635,267.85626,1.9154519,35.926916,0.83767535
50,0,10,0.1,55,37.908164,0.78803592,272.69382,1.9506647,36.41342,0.85204619
50,0,10,0.1,56,38.419179,0.80174842,277.53814,1.9857095,36.897138,0.8664104
50,0,10,0.1,57,38.930323,0.81545244,282.37898,2.0208078,37.37875,0.88075497
50,0,10,0.1,58,39.440934,0.82916638,287.21653,2.0560249,37.860674,0.8950732
50,0,10,0.1,59,39.950961,0.84281629,292.05409,2.0912437,38.340684,0.90934901
50,0,10,0.1,60,40.460803,0.85655281,296.89164,2.1264632,38.821979,0.92361612
50,0,10,0.1,61,40.968211,0.87028405,301.73594,2.1614513,39.302165,0.93785815
50,0,10,0.1,62,41.474496,0.8840016,306.5735,2.1966734,39.778838,0.95208483
50,0,10,0.1,63,41.980969,0.89770371,311.41106,2.2318966,40.258276,0.96637151
50,0,10,0.1,64,42.487365,0.91138385,316.24862,2.2671208,40.735195,0.98055462
