n,mu2,tau,sigma,t,mean_unpooled,se_unpooled,mean_pooled,se_pooled,mean_eb,se_eb
50,0,0.5,0.1,69,0.85414268,0.0045683668,17.060862,0.12134634,2.0179193,0.057270406
50,0,0.5,0.1,70,0.85490185,0.0045662357,17.302809,0.12310944,2.0388066,0.058135247
50,0,0.5,0.1,71,0.85561118,0.00456612,17.544747,0.12487294,2.0595785,0.059003264
50,0,0.5,0.1,72,0.85623209,0.0045663336,17.786782,0.12664094,2.0803022,0.059870924
50,0,0.5,0.1,73,0.85683524,0.004566195,18.028703,0.12840337,2.1010907,0.06073738
50,0,0.5,0.1,74,0.85750048,0.0045670539,18.270676,0.13016901,2.121937,0.061603469
50,0,0.5,0.1,75,0.8581283,0.0045692004,18.512654,0.13193444,2.1426869,0.062476824
50,0,0.5,0.1,76,0.85873985,0.0045715202,18.754586,0.1336993,2.1635227,0.06334199
50,0,0.5,0.1,77,0.85946873,0.0045703687,18.996522,0.13546513,2.1842428,0.06421095
50,0,0.5,0.1,78,0.86000844,0.0045731469,19.238482,0.1372277,2.2050902,0.065079396
50,0,0.5,0.1,79,0.86064422,0.0045763872,19.480421,0.13899204,2.2258428,0.065954876
50,0,0.5,0.1,80,0.8612798,0.004577681,19.722359,0.14075582,2.2466342,0.066822071
50,0,0.5,0.1,81,0.86190526,0.0045763749,19.964392,0.14252252,2.2672653,0.067695549
50,0,0.5,0.1,82,0.86244268,0.0045774329,20.206328,0.14428843,2.2880124,0.068564176
50,0,0.5,0.1,83,0.86301283,0.0045804639,20.448204,0.1460502,2.3086969,0.06943674
50,0,0.5,0.1,84,0.86359074,0.0045800785,20.690229,0.14782134,2.3293833,0.07031018
50,0,0.5,0.1,85,0.86417465,0.0045830662,20.932154,0.14958631,2.3501535,0.071184835
50,0,0.5,0.1,86,0.86465914,0.0045853874,21.174133,0.15134489,2.3708478,0.072058552
50,0,0.5,0.1,87,0.86518066,0.0045819579,21.416032,0.15310775,2.3915026,0.072932784
50,0,0.5,0.1,88,0.86572158,0.004583045,21.657937,0.15487113,2.4122186,0.0738051
50,0,0.5,0.1,89,0.86629848,0.0045852902,21.899837,0.15663522,2.4328355,0.074678013
50,0,0.5,0.1,90,0.86695739,0.0045828505,22.141795,0.15839849,2.4535556,0.075552053
50,0,0.5,0.1,91,0.86747514,0.0045808158,22.383722,0.16016279,2.4741531,0.07642861
50,0,0.5,0.1,92,0.8680441,0.0045824809,22.625613,0.16192584,2.4949291,0.077303074
50,0,0.5,0.1,93,0.86856353,0.0045837478,22.867501,0.16368887,2.515569,0.078180523
50,0,0.5,0.1,94,0.86907572,0.0045878538,23.109459,0.16545629,2.5361999,0.079054437
50,0,0.5,0.1,95,0.86952847,0.0045885631,23.351388,0.16721954,2.5568399,0.079929516
50,0,0.5,0.1,96,0.87006124,0.004591414,23.593259,0.16898156,2.5773986,0.080806717
50,0,0.5,0.1,97,0.87054442,0.0045905462,23.835226,0.17074922,2.5980926,0.081687236
50,0,0.5,0.1,98,0.87107316,0.0045909555,24.077139,0.1725117,2.6187458,0.082562252
50,0,0.5,0.1,99,0.87160814,0.0045917249,24.319026,0.17427464,2.6393303,0.083438407
50,0,0.5,0.1,100,0.87212235,0.0045941735,24.560909,0.17603755,2.6598822,0.084314865
50,0,0.5,0.1,101,0.87269708,0.004591793,24.80281,0.17780086,2.6805177,0.085191864
50,0,0.5,0.1,102,0.8731801,0.0045929053,25.044739,0.17956604,2.7012388,0.086063571
50,0,0.5,0.1,103,0.87361544,0.0045944586,25.286621,0.18132906,2.7218035,0.086940328
50,0,0.5,0.1,104,0.87413965,0.0045961695,25.528572,0.18309292,2.7423934,0.087818572
50,0,0.5,0.1,105,0.87468395,0.0045956723,25.770461,0.18485588,2.7629893,0.088697739
50,0,0.5,0.1,106,0.87514214,0.0045970023,26.012458,0.18662153,2.7835784,0.089575608
50,0,0.5,0.1,107,0.87562186,0.0045989185,26.254335,0.18838407,2.8041007,0.090456482
50,0,0.5,0.1,108,0.87606726,0.0045997876,26.496218,0.19014676,2.8246801,0.091336306
50,0,0.5,0.1,109,0.87647556,0.0046019739,26.738117,0.19191103,2.8452016,0.09221711
50,0,0.5,0.1,110,0.87686994,0.0046038597,26.980001,0.19367415,2.8657827,0.093100583
50,0,0.5,0.1,111,0.87728107,0.0046065713,27.221904,0.19543729,2.8863374,0.093980405
50,0,0.5,0.1,112,0.87781128,0.0046070299,27.463799,0.19720106,2.9068555,0.094857948
50,0,0.5,0.1,113,0.87823181,0.0046068752,27.705711,0.19896375,2.9273455,0.095729978
50,0,0.5,0.1,114,0.87866924,0.0046074451,27.94761,0.20072766,2.9478955,0.096602194
50,0,0.5,0.1,115,0.87919418,0.0046103838,28.189486,0.20249031,2.9683002,0.097473389
50,0,0.5,0.1,116,0.87956979,0.0046145786,28.431427,0.20425521,2.9887949,0.098342266
50,0,0.5,0.1,117,0.88006514,0.0046211083,28.673296,0.20601752,3.0092609,0.099213211
50,0,0.5,0.1,118,0.88050454,0.0046186236,28.915224,0.20778211,3.0296665,0.10009208
50,0,0.5,0.1,119,0.88100055,0.0046213217,29.157106,0.20954496,3.0500464,0.10096518
50,0,0.5,0.1,120,0.88150608,0.004623273,29.398988,0.21130822,3.0703773,0.10183724
50,0,0.5,0.1,121,0.88197785,0.0046245759,29.640906,0.2130725,3.0908648,0.10270963
50,0,0.5,0.1,122,0.88234334,0.0046262419,29.88279,0.21483537,3.1111659,0.10358132
50,0,0.5,0.1,123,0.88277887,0.0046306047,30.124701,0.21659942,3.1314751,0.10445274
50,0,0.5,0.1,124,0.88321251,0.0046334892,30.366681,0.21836371,3.1518356,0.10532334
50,0,0.5,0.1,125,0.88372101,0.004635217,30.608563,0.22012687,3.1721879,0.10619331
50,0,0.5,0.1,126,0.8841586,0.0046347206,30.85046,0.22189081,3.1924946,0.10706384
50,0,0.5,0.1,127,0.8845962,0.0046370707,31.092328,0.22365311,3.2129146,0.10793115
50,0,0.5,0.1,128,0.8850544,0.0046384843,31.334244,0.2254172,3.2332215,0.10880226
50,0,0.5,0.1,129,0.88548491,0.0046385692,31.576145,0.22718041,3.2536598,0.10967796
50,0,0.5,0.1,130,0.88588403,0.0046432879,31.818018,0.22894283,3.2739778,0.11054855
50,0,0.5,0.1,131,0.88631914,0.0046467329,32.0599,0.23070611,3.2943172,0.1114205
50,0,0.5,0.1,132,0.88672334,0.004648256,32.301783,0.23246897,3.3146622,0.1122925
50,0,0.5,0.1,133,0.88716472,0.0046483579,32.543655,0.23423145,3.3349749,0.11316742
50,0,0.5,0.1,134,0.88764869,0.0046512485,32.785629,0.23599531,3.3554735,0.11403674
50,0,0.5,0.1,135,0.88808644,0.0046576819,33.027681,0.23776231,3.3759233,0.11490663
50,0,0.5,0.1,136,0.88847715,0.0046608899,33.269555,0.23952475,3.3962335,0.11577947
50,0,0.5,0.1,137,0.88881505,0.0046630742,33.511424,0.24128705,3.4165455,0.11665152
50,0,0.5,0.1,138,0.88928367,0.0046634115,33.753377,0.24305378,3.4368115,0.11752573
50,0,0.5,0.1,139,0.88965788,0.0046650279,33.995292,0.24481635,3.4571252,0.11840247
50,0,0.5,0.1,140,0.89011727,0.0046660423,34.237187,0.24657942,3.4773572,0.11927711
50,0,0.5,0.1,141,0.89055016,0.0046669547,34.479063,0.24834222,3.4976646,0.1201523
50,0,0.5,0.1,142,0.8909789,0.0046645097,34.720989,0.25010685,3.5179626,0.12102587
50,0,0.5,0.1,143,0.89136535,0.0046656236,34.962864,0.25186951,3.5382447,0.12190018
50,0,0.5,0.1,144,0.89171869,0.0046680719,35.204785,0.25363555,3.558588,0.12277294
50,0,0.5,0.1,145,0.89207376,0.0046712787,35.446669,0.25539838,3.578871,0.12364612
50,0,0.5,0.1,146,0.8925071,0.004673394,35.688573,0.25716257,3.5992082,0.12451831
50,0,0.5,0.1,147,0.89280942,0.00467465,35.930453,0.25892547,3.6194809,0.12539275
50,0,0.5,0.1,148,0.89323042,0.004676961,36.172437,0.26069278,3.6397288,0.12626895
50,0,0.5,0.1,149,0.89364559,0.004678385,36.414315,0.26245559,3.659986,0.12714545
50,0,0.5,0.1,150,0.89399353,0.0046787243,36.656191,0.26421854,3.6802186,0.12802153
50,0,0.5,0.1,151,0.89438239,0.0046813362,36.898092,0.26598202,3.700572,0.12889332
50,0,0.5,0.1,152,0.89474834,0.0046829234,37.140082,0.26774647,3.7208107,0.12976945
50,0,0.5,0.1,153,0.89519216,0.0046825461,37.381952,0.26950906,3.741055,0.13064649
50,0,0.5,0.1,154,0.89549498,0.0046849261,37.623852,0.27127299,3.7613269,0.13152413
50,0,0.5,0.1,155,0.89587825,0.0046838493,37.865764,0.27303721,3.7816745,0.13239855
50,0,0.5,0.1,156,0.89626172,0.004683737,38.107647,0.2748002,3.8019047,0.13327449
50,0,0.5,0.1,157,0.89671213,0.0046857767,38.349516,0.27656279,3.8221247,0.13415212
50,0,0.5,0.1,158,0.89712379,0.0046885656,38.591398,0.27832546,3.842364,0.13502793
50,0,0.5,0.1,159,0.89747791,0.0046896638,38.833266,0.28008796,3.8625469,0.13590645
50,0,0.5,0.1,160,0.89782944,0.0046918757,39.075156,0.28185134,3.8828023,0.13678342
50,0,0.5,0.1,161,0.89823992,0.0046925581,39.317038,0.28361487,3.9030439,0.13765926
50,0,0.5,0.1,162,0.89859577,0.0046937963,39.558924,0.28537779,3.9233641,0.13853534
50,0,0.5,0.1,163,0.89897516,0.0046938597,39.80082,0.28714125,3.9435949,0.13941264
50,0,0.5,0.1,164,0.89927783,0.0046933697,40.042696,0.28890426,3.9637919,0.14029085
50,0,0.5,0.1,165,0.89962859,0.0046966939,40.284595,0.29066756,3.984067,0.1411678
50,0,0.5,0.1,166,0.89998419,0.0046980707,40.526551,0.29242949,4.0043274,0.14204513
50,0,0.5,0.1,167,0.90031456,0.0046999118,40.768481,0.29419298,4.0245348,0.14292309
50,0,0.5,0.1,168,0.90064562,0.0047015548,41.010359,0.29595614,4.0447342,0.14380199
50,0,0.5,0.1,169,0.90094845,0.0047023518,41.252245,0.29771967,4.0649197,0.14468167
50,0,0.5,0.1,170,0.90120806,0.0047050179,41.494123,0.29948269,4.0851277,0.14556086
50,0,0.5,0.1,171,0.90157317,0.0047075305,41.735992,0.30124534,4.1053184,0.14644196
50,0,0.5,0.1,172,0.90194279,0.00470793,41.977874,0.30300875,4.1254902,0.14732245
50,0,0.5,0.1,173,0.90226714,0.0047102171,42.219879,0.30477309,4.1457637,0.14819881
50,0,0.5,0.1,174,0.90262484,0.0047125145,42.461774,0.30653672,4.165984,0.14907774
50,0,0.5,0.1,175,0.90296232,0.0047152854,42.703755,0.30830332,4.1862046,0.14995805
50,0,0.5,0.1,176,0.90335286,0.0047154731,42.945685,0.3100683,4.2064486,0.15083646
50,0,0.5,0.1,177,0.90364975,0.004718139,43.18761,0.31183099,4.2266675,0.15171784
50,0,0.5,0.1,178,0.90397499,0.0047209451,43.429543,0.31359564,4.2469001,0.1525974
50,0,0.5,0.1,179,0.90426272,0.0047221637,43.671421,0.3153587,4.2670595,0.15347806
50,0,0.5,0.1,180,0.90464962,0.0047235544,43.913296,0.31712166,4.2872572,0.1543594
50,0,0.5,0.1,181,0.90494262,0.0047241138,44.155205,0.31888717,4.3074286,0.15524065
50,0,0.5,0.1,182,0.90525733,0.0047272349,44.397108,0.32065101,4.3276359,0.15612081
50,0,0.5,0.1,183,0.90563036,0.0047268018,44.638992,0.32241405,4.3478257,0.15700102
50,0,0.5,0.1,184,0.90589455,0.0047307518,44.880865,0.32417685,4.3680075,0.1578823
50,0,0.5,0.1,185,0.90621831,0.0047319192,45.122743,0.32594004,4.3881589,0.15876412
50,0,0.5,0.1,186,0.90654782,0.0047373073,45.364632,0.3277037,4.4083158,0.15964586
50,0,0.5,0.1,187,0.90684035,0.0047356818,45.606513,0.32946699,4.4284813,0.16052695
50,0,0.5,0.1,188,0.90710874,0.0047369776,45.848389,0.33122995,4.4486544,0.16140771
50,0,0.5,0.1,189,0.90748133,0.0047380918,46.09043,0.33299475,4.4688189,0.16228893
50,0,0.5,0.1,190,0.90776441,0.0047414645,46.332347,0.33475916,4.4889559,0.16317144
50,0,0.5,0.1,191,0.90807359,0.0047426845,46.574226,0.33652245,4.5091117,0.16405316
50,0,0.5,0.1,192,0.90841947,0.0047437901,46.816118,0.33828633,4.5293079,0.16493336
50,0,0.5,0.1,193,0.90872616,0.0047461695,47.058004,0.3400492,4.5494688,0.16581505
50,0,0.5,0.1,194,0.90900044,0.0047492926,47.299893,0.34181291,4.5696217,0.1666973
50,0,0.5,0.1,195,0.90929736,0.0047511888,47.541799,0.34357662,4.5898191,0.16757838
50,0,0.5,0.1,196,0.90955115,0.0047545226,47.783674,0.34533969,4.609985,0.16846145
50,0,0.5,0.1,197,0.90985837,0.00475762,48.02557,0.34710372,4.6302342,0.16934275
50,0,0.5,0.1,198,0.91015548,0.0047581199,48.267451,0.34886706,4.6504632,0.17022338
50,0,0.5,0.1,199,0.91046653,0.0047610656,48.50935,0.35063217,4.6706233,0.17110732
50,0,2,0.1,0,1.1224379,0.010543411,1.1142002,0.010372379,1.1378112,0.010160022
50,0,2,0.1,1,1.5401717,0.011937165,2.2038601,0.016886333,1.5159257,0.011757745
50,0,2,0.1,2,1.7512032,0.013443033,3.2285492,0.02199826,1.7101133,0.013822156
50,0,2,0.1,3,1.8969356,0.014793825,4.2372664,0.026224459,1.8462676,0.015407281
50,0,2,0.1,4,2.0011957,0.015867851,5.2230306,0.031386589,1.9530161,0.017078928
50,0,2,0.1,5,2.0853584,0.017071509,6.1985406,0.037290007,2.0416135,0.018588704
50,0,2,0.1,6,2.1572969,0.018307284,7.1725626,0.043408489,2.1138184,0.020121952
50,0,2,0.1,7,2.2208084,0.019467913,8.145763,0.049804301,2.1835562,0.021551728
50,0,2,0.1,8,2.275492,0.020543538,9.1153473,0.056418844,2.2447075,0.022928385
50,0,2,0.1,9,2.3263994,0.021495138,10.08441,0.063149054,2.2989277,0.024289932
50,0,2,0.1,10,2.3705071,0.022559909,11.056415,0.070073914,2.350631,0.02556051
50,0,2,0.1,11,2.4139304,0.023652837,12.024091,0.07695797,2.3979349,0.026919745
50,0,2,0.1,12,2.4543322,0.024790994,12.993666,0.083746891,2.4399807,0.028167986
50,0,2,0.1,13,2.4889586,0.025776597,13.962586,0.090489513,2.4821999,0.029361034
50,0,2,0.1,14,2.5238136,0.026851734,14.930191,0.097442338,2.521666,0.030590363
50,0,2,0.1,15,2.5549162,0.027935527,15.897816,0.10441632,2.5596609,0.031777121
50,0,2,0.1,16,2.5860559,0.029011171,16.865403,0.11139369,2.595411,0.032867026
50,0,2,0.1,17,2.6155256,0.029950026,17.83299,0.11838401,2.6294075,0.034033703
50,0,2,0.1,18,2.6442228,0.03093601,18.800552,0.12537882,2.6625336,0.035149438
50,0,2,0.1,19,2.671561,0.031865016,19.76818,0.13238165,2.6956602,0.03625136
50,0,2,0.1,20,2.6972487,0.032916506,20.735848,0.13939297,2.726469,0.037278903
50,0,2,0.1,21,2.7214469,0.03388117,21.703337,0.14640037,2.7555837,0.038246416
50,0,2,0.1,22,2.7443355,0.034840507,22.67084,0.15341324,2.7836657,0.039190309
50,0,2,0.1,23,2.7659453,0.035764065,23.638422,0.16043048,2.8110959,0.040180644
50,0,2,0.1,24,2.7873708,0.036617867,24.60598,0.16745325,2.8373418,0.041101143
50,0,2,0.1,25,2.8083213,0.037558637,25.573527,0.17447632,2.8619191,0.042042405
50,0,2,0.1,26,2.8281494,0.038426162,26.541059,0.18149939,2.8859414,0.042992211
50,0,2,0.1,27,2.8488625,0.039364472,27.508554,0.18852512,2.9100698,0.043887279
50,0,2,0.1,28,2.8674381,0.040287277,28.476102,0.19555529,2.9338917,0.044792534
50,0,2,0.1,29,2.8863407,0.041051963,29.443584,0.20258369,2.9563932,0.045746048
50,0,2,0.1,30,2.904302,0.041881174,30.411066,0.20961404,2.9789594,0.046671006
50,0,2,0.1,31,2.9218478,0.042729631,31.378654,0.21665072,2.9995304,0.047583177
50,0,2,0.1,32,2.9379463,0.043490566,32.346151,0.22368381,3.0209642,0.048562323
50,0,2,0.1,33,2.9547464,0.044255363,33.313677,0.23071995,3.0421658,0.049471605
50,0,2,0.1,34,2.9703518,0.044999266,34.28119,0.23775605,3.0632997,0.050388213
50,0,2,0.1,35,2.9853369,0.045674663,35.248751,0.24479396,3.0835597,0.051322872
50,0,2,0.1,36,3.0002093,0.046339184,36.216292,0.25183062,3.1035691,0.052195727
50,0,2,0.1,37,3.0153876,0.047012395,37.183829,0.25886876,3.1224733,0.053063438
50,0,2,0.1,38,3.0292676,0.047685256,38.151299,0.26590747,3.142106,0.053916457
50,0,2,0.1,39,3.0425463,0.048384767,39.118782,0.27294631,3.1616624,0.054776986
50,0,2,0.1,40,3.056848,0.049107791,40.086351,0.27999136,3.1800981,0.055688445
50,0,2,0.1,41,3.0705887,0.049779429,41.053826,0.28703151,3.1988645,0.056526846
50,0,2,0.1,42,3.0843141,0.050445769,42.021293,0.29407159,3.2159825,0.05733689
50,0,2,0.1,43,3.0977323,0.051093984,42.988801,0.30111425,3.2333559,0.058163918
50,0,2,0.1,44,3.1104275,0.051718279,43.956273,0.30815526,3.2502854,0.059062995
50,0,2,0.1,45,3.1239817,0.052296409,44.92377,0.31519797,3.2675051,0.059900997
50,0,2,0.1,46,3.1363483,0.052865252,45.891239,0.32223995,3.2839128,0.060717869
50,0,2,0.1,47,3.1486893,0.053472673,46.85871,0.32928257,3.3010849,0.061542114
50,0,2,0.1,48,3.1596364,0.054100929,47.826189,0.33632572,3.3169097,0.062368607
50,0,2,0.1,49,3.1713145,0.05475829,48.793661,0.34336863,3.3332208,0.063171167
50,0,2,0.1,50,3.1823348,0.055358799,49.761132,0.35041186,3.3505579,0.064008722
50,0,2,0.1,51,3.1931323,0.055984427,50.728652,0.35745808,3.3658728,0.064844307
50,0,2,0.1,52,3.2045817,0.056600173,51.696132,0.36450247,3.3825413,0.065654479
50,0,2,0.1,53,3.2146228,0.057213705,52.663642,0.37154901,3.3985734,0.066403849
50,0,2,0.1,54,3.2256651,0.057811064,53.631159,0.37859574,3.4134342,0.06718802
50,0,2,0.1,55,3.2372616,0.058418325,54.598655,0.38564237,3.4282724,0.067972496
50,0,2,0.1,56,3.2475221,0.059059501,55.566137,0.39268818,3.4428808,0.068773783
50,0,2,0.1,57,3.2580279,0.059652625,56.533669,0.39973682,3.4572334,0.069546747
50,0,2,0.1,58,3.2678797,0.060235957,57.501145,0.40678311,3.4724259,0.070327005
50,0,2,0.1,59,3.2777338,0.060819793,58.468613,0.41382927,3.4870177,0.071101616
50,0,2,0.1,60,3.2883429,0.061391696,59.43609,0.42087569,3.5020175,0.07184292
50,0,2,0.1,61,3.2981928,0.061979147,60.403562,0.42792179,3.5160275,0.072632765
50,0,2,0.1,62,3.3075503,0.062562615,61.37109,0.43497202,3.5298829,0.073372742
50,0,2,0.1,63,3.3169222,0.06315215,62.338556,0.44201831,3.5434509,0.074082723
50,0,2,0.1,64,3.3274462,0.063748118,63.306029,0.44906525,3.557189,0.074819239
50,0,2,0.1,65,3.3364422,0.064339254,64.273501,0.45611233,3.5709289,0.075542311
50,0,2,0.1,66,3.3455482,0.064910791,65.240979,0.46315957,3.5839622,0.076239172
50,0,2,0.1,67,3.3552892,0.065495754,66.20845,0.47020681,3.5967035,0.076964229
50,0,2,0.1,68,3.3642319,0.06608267,67.175928,0.47725446,3.6097054,0.077693084
50,0,2,0.1,69,3.3734201,0.066661012,68.143469,0.48430586,3.6231473,0.07843675
50,0,2,0.1,70,3.3832662,0.067233983,69.11094,0.49135345,3.6358236,0.079171306
50,0,2,0.1,71,3.3921234,0.067811824,70.078451,0.49840253,3.6481272,0.079861559
50,0,2,0.1,72,3.4011846,0.068384559,71.045994,0.50545401,3.6602748,0.080582143
50,0,2,0.1,73,3.410048,0.068982145,72.013464,0.51250191,3.6724397,0.08130596
50,0,2,0.1,74,3.4191327,0.06960298,72.980942,0.51955002,3.6850214,0.081999935
50,0,2,0.1,75,3.426974,0.070170144,73.94841,0.52659822,3.6973776,0.082693811
50,0,2,0.1,76,3.434728,0.070732635,74.915885,0.53364607,3.7096579,0.083413285
50,0,2,0.1,77,3.4435468,0.071311261,75.883362,0.54069445,3.7214565,0.084103704
50,0,2,0.1,78,3.4519005,0.071861364,76.85084,0.54774235,3.7340083,0.084814157
50,0,2,0.1,79,3.4600384,0.072440564,77.818308,0.55479087,3.7457117,0.085506478
50,0,2,0.1,80,3.4677607,0.073018305,78.785777,0.561839,3.7580435,0.08620766
50,0,2,0.1,81,3.4757664,0.073558325,79.753305,0.56888935,3.7696382,0.086887664
50,0,2,0.1,82,3.4837696,0.074156542,80.72077,0.57593756,3.7812429,0.087580411
50,0,2,0.1,83,3.4920279,0.074707696,81.688253,0.58298679,3.7937759,0.088247813
50,0,2,0.1,84,3.4995585,0.075273589,82.655729,0.59003568,3.8054451,0.088918655
50,0,2,0.1,85,3.5077878,0.075834176,83.623227,0.59708652,3.8163508,0.089610343
50,0,2,0.1,86,3.5155786,0.076388976,84.590708,0.60413557,3.8283445,0.090257978
50,0,2,0.1,87,3.5224958,0.076884787,85.558185,0.6111847,3.8407393,0.090942954
50,0,2,0.1,88,3.5300642,0.077384159,86.525661,0.61823383,3.8519057,0.091634721
50,0,2,0.1,89,3.5378511,0.07789689,87.493134,0.62528247,3.8625209,0.092316988
50,0,2,0.1,90,3.5451463,0.078433939,88.460602,0.63233114,3.8736432,0.093014231
50,0,2,0.1,91,3.5525998,0.078942713,89.428082,0.63938039,3.8842757,0.093683197
50,0,2,0.1,92,3.5595337,0.079443893,90.395554,0.64642911,3.8951317,0.09439146
50,0,2,0.1,93,3.5667424,0.07999018,91.363036,0.65347786,3.9064,0.095048379
50,0,2,0.1,94,3.5741052,0.080490137,92.330506,0.66052669,3.9171179,0.095741344
50,0,2,0.1,95,3.581339,0.081011094,93.297989,0.6675761,3.9279997,0.0964304
50,0,2,0.1,96,3.5893776,0.08159609,94.265461,0.67462555,3.9392865,0.097141781
50,0,2,0.1,97,3.5963245,0.082104702,95.232936,0.6816751,3.9503764,0.0978183
50,0,2,0.1,98,3.6041736,0.082619998,96.200418,0.68872475,3.9606942,0.098500541
50,0,2,0.1,99,3.6116975,0.083123695,97.167898,0.69577391,3.9714739,0.09919687
50,0,2,0.1,100,3.6190241,0.083627,98.13537,0.70282297,3.982605,0.09987661
50,0,2,0.1,101,3.626535,0.084132999,99.102844,0.70987215,3.9928028,0.10054213
50,0,2,0.1,102,3.633133,0.084659769,100.0703,0.71692136,4.0029695,0.10120816
50,0,2,0.1,103,3.6402699,0.085200181,101.03778,0.72397107,4.013094,0.1018947
50,0,2,0.1,104,3.6468123,0.085730074,102.00524,0.73102026,4.0232224,0.10257212
50,0,2,0.1,105,3.6537995,0.08622927,102.97271,0.7380701,4.0335351,0.10327548
50,0,2,0.1,106,3.6608319,0.086715624,103.94024,0.74512227,4.0433247,0.10395832
50,0,2,0.1,107,3.6673391,0.087223864,104.90772,0.75217202,4.054168,0.10463645
50,0,2,0.1,108,3.6743432,0.087743058,105.87522,0.75922413,4.0639469,0.10530812
50,0,2,0.1,109,3.6811545,0.088237857,106.84269,0.76627361,4.0741386,0.10596348
50,0,2,0.1,110,3.6882475,0.088754438,107.81016,0.7733236,4.0839944,0.10663409
50,0,2,0.1,111,3.6945818,0.089259792,108.77771,0.780375,4.0940782,0.10731083
50,0,2,0.1,112,3.7011612,0.089761212,109.74517,0.78742443,4.1040833,0.10797203
50,0,2,0.1,113,3.7073468,0.090234175,110.71264,0.79447402,4.1133689,0.10862822
50,0,2,0.1,114,3.7131808,0.090717539,111.68011,0.80152403,4.1231756,0.10930475
50,0,2,0.1,115,3.7199446,0.091192405,112.64758,0.80857356,4.1325112,0.10998648
50,0,2,0.1,116,3.7262209,0.091674704,113.61505,0.81562318,4.1425711,0.11062983
50,0,2,0.1,117,3.7320646,0.092134539,114.58252,0.82267323,4.1520545,0.11130204
50,0,2,0.1,118,3.7379283,0.092593916,115.54998,0.82972291,4.1614402,0.11194529
50,0,2,0.1,119,3.7436572,0.093044744,116.51749,0.83677499,4.171234,0.11259268
50,0,2,0.1,120,3.7496552,0.09348663,117.48496,0.84382475,4.1808572,0.11323479
50,0,2,0.1,121,3.7554338,0.093945773,118.45243,0.85087451,4.1902907,0.11387008
50,0,2,0.1,122,3.7611134,0.094390504,119.41989,0.85792476,4.1995117,0.11453419
50,0,2,0.1,123,3.7666766,0.094831675,120.38736,0.86497504,4.2093713,0.11519089
50,0,2,0.1,124,3.7720798,0.095260211,121.35484,0.87202527,4.2182451,0.11583797
50,0,2,0.1,125,3.777564,0.095684856,122.3223,0.879075,4.2268393,0.11650221
50,0,2,0.1,126,3.7828279,0.096126433,123.28976,0.88612533,4.2362611,0.11721186
50,0,2,0.1,127,3.7884362,0.096553745,124.25723,0.89317554,4.2450421,0.11788292
50,0,2,0.1,128,3.7938534,0.096989733,125.2247,0.90022546,4.254238,0.118505
50,0,2,0.1,129,3.7988374,0.097433831,126.19217,0.90727532,4.262707,0.11914666
50,0,2,0.1,130,3.8041881,0.0978795,127.15964,0.91432519,4.2721747,0.11981035
50,0,2,0.1,131,3.8096697,0.098317586,128.1271,0.92137484,4.2811066,0.12045737
50,0,2,0.1,132,3.8149814,0.09876493,129.09457,0.92842517,4.2898182,0.12109575
50,0,2,0.1,133,3.8202966,0.099209102,130.06204,0.93547567,4.2988663,0.12173074
50,0,2,0.1,134,3.825676,0.099650177,131.02952,0.94252555,4.3073129,0.122378
50,0,2,0.1,135,3.8304741,0.10008503,131.997,0.94957645,4.3156363,0.12301892
50,0,2,0.1,136,3.8355347,0.10052493,132.96448,0.95662691,4.3240413,0.12366537
50,0,2,0.1,137,3.8403338,0.10095673,133.93195,0.96367697,4.3325486,0.12431427
50,0,2,0.1,138,3.8457366,0.10139018,134.89942,0.9707275,4.3407568,0.12495787
50,0,2,0.1,139,3.8509995,0.10181166,135.86689,0.97777803,4.3488797,0.12559938
50,0,2,0.1,140,3.856092,0.10223244,136.83436,0.98482817,4.3573209,0.12625245
50,0,2,0.1,141,3.8607727,0.10265708,137.80184,0.99187875,4.3653362,0.12689681
50,0,2,0.1,142,3.8656149,0.10307734,138.76931,0.99892887,4.3737469,0.12753604
50,0,2,0.1,143,3.8708277,0.10350455,139.73677,1.0059794,4.3817107,0.12818111
50,0,2,0.1,144,3.8756108,0.10392995,140.70424,1.01303,4.3899824,0.12882833
50,0,2,0.1,145,3.8802032,0.10431059,141.6717,1.0200802,4.3976177,0.12948048
50,0,2,0.1,146,3.8845685,0.10469335,142.63918,1.0271303,4.4059264,0.13013059
50,0,2,0.1,147,3.8892814,0.10507579,143.60665,1.0341808,4.4139644,0.13078338
50,0,2,0.1,148,3.8940543,0.10548477,144.57411,1.041231,4.4218122,0.13143054
50,0,2,0.1,149,3.899007,0.10586702,145.54158,1.0482812,4.4303351,0.13207419
50,0,2,0.1,150,3.9037436,0.10624154,146.50908,1.0553334,4.4386264,0.13271938
50,0,2,0.1,151,3.9084226,0.10661962,147.47656,1.0623836,4.4464448,0.13337314
50,0,2,0.1,152,3.9129966,0.10703422,148.44403,1.0694343,4.4543243,0.13402606
50,0,2,0.1,153,3.9181096,0.10740407,149.41151,1.076485,4.4627405,0.13470048
50,0,2,0.1,154,3.9228028,0.10779579,150.37897,1.0835352,4.4704426,0.1353689
50,0,2,0.1,155,3.927486,0.10818229,151.34644,1.0905853,4.4782954,0.13603001
50,0,2,0.1,156,3.9326883,0.10856899,152.31391,1.0976355,4.4867202,0.13671568
50,0,2,0.1,157,3.9377869,0.10897206,153.28137,1.1046857,4.494753,0.13737519
